direction,outcome,arch,n,ev,auc,ap,ehr_ref,ctpa_ref,gap,c_ehr,c_ctpa,gain,lo,hi,sig
M2M,composite_30d,inter:gated,1649,219,0.8155793977711785,0.38428640834382033,0.8362806143628061,0.712826899128269,0.12345371523453708,,,-0.02086939206555165,-0.04575751309851983,0.0028252197878933464,0
M2M,composite_30d,inter:moddrop,1649,219,0.8291854264457004,0.39691332565772963,0.8362806143628061,0.712826899128269,0.12345371523453708,,,-0.007317155246928732,-0.030389744482574622,0.015129837468450093,0
M2M,composite_30d,inter:lowrank,1649,219,0.8073985375355237,0.3447104271079516,0.8362806143628061,0.712826899128269,0.12345371523453708,,,-0.029162507666228608,-0.05118082829561809,-0.007409887842934812,1
M2M,composite_30d,inter:bilinear,1649,219,0.8105948845674873,0.38272588389454526,0.8362806143628061,0.712826899128269,0.12345371523453708,,,-0.025998786478248104,-0.04769469694296127,-0.005160449457703011,1
M2M,composite_30d,inter:tucker,1649,219,0.8106395887217804,0.37160802807426824,0.8362806143628061,0.712826899128269,0.12345371523453708,,,-0.025726085155742314,-0.0473775311143325,-0.0056821812332607255,1
M2M,composite_30d,inter:crossattn,1649,219,0.81556023884791,0.3716797048724205,0.8362806143628061,0.712826899128269,0.12345371523453708,,,-0.020809442624231806,-0.045760763059905174,0.0020003567087154847,0
M2M,composite_30d,late:mean,1649,219,0.8203675320113677,0.3903340027116095,0.8362806143628061,0.712826899128269,0.12345371523453708,,,-0.016086316376435133,-0.03495426874201711,0.0031611156282938652,0
M2M,composite_30d,late:wsrc,1649,219,0.8403933965577801,0.42004423495182563,0.8362806143628061,0.712826899128269,0.12345371523453708,,,0.004030177481045726,-0.005094693208247186,0.01314039631998724,0
M2M,composite_30d,uni:ehr_only,1649,219,0.8362806143628061,0.4128268803126564,0.8362806143628061,0.712826899128269,0.12345371523453708,,,0.0,0.0,0.0,0
M2M,composite_30d,uni:ctpa_only,1649,219,0.712826899128269,0.26372788257264096,0.8362806143628061,0.712826899128269,0.12345371523453708,,,-0.12373516117139154,-0.1621962974064737,-0.08702108051470901,1
M2M,cv_first,early:plain,1506,76,0.7755520794994479,0.1444852276377099,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.02464553762378398,-0.052757516544858954,0.0019364799776919476,0
M2M,cv_first,early:blockstd,1506,76,0.7791682002208318,0.14446598437871572,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.020926383128601258,-0.04245516225766138,3.0156197875460724e-05,0
M2M,cv_first,inter:plain,1506,76,0.7169212366580788,0.11622505810491378,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.08373169979364131,-0.1418658233044819,-0.0304996159193635,1
M2M,cv_first,inter:gated,1506,76,0.7160747147589253,0.11707039311394167,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.08425204560003306,-0.1514086841513447,-0.021588397922779414,1
M2M,cv_first,inter:moddrop,1506,76,0.7178965771071034,0.12709083817875247,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.08255160499897177,-0.14047575862687484,-0.029546240832451134,1
M2M,cv_first,inter:lowrank,1506,76,0.702741994847258,0.10286581873069411,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.09760786753886995,-0.15346762355972438,-0.04589939592953699,1
M2M,cv_first,inter:bilinear,1506,76,0.7364004416635996,0.1177171107872339,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.06446983337095019,-0.1094973147363819,-0.020199436612044736,1
M2M,cv_first,inter:tucker,1506,76,0.7319193963930807,0.12041522622814621,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.06843760857138122,-0.1203094738881372,-0.019144502573577544,1
M2M,cv_first,inter:crossattn,1506,76,0.7183566433566433,0.11807059774406149,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.08175004357447685,-0.13865039029573561,-0.02812286761732424,1
M2M,cv_first,late:mean,1506,76,0.7844635627530365,0.16199805045329918,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.01531373820128256,-0.05058674501502204,0.018049501054851824,0
M2M,cv_first,late:wsrc,1506,76,0.8059670592565329,0.16591677904949775,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,0.006388387967845571,-0.013330346593574082,0.024560613503894563,0
M2M,cv_first,uni:ehr_only,1506,76,0.7996917556128083,0.15098712682054907,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,0.0,0.0,0.0,0
M2M,cv_first,uni:ctpa_only,1506,76,0.6663323518586677,0.0982783385654705,0.7996917556128083,0.6663323518586677,0.13335940375414057,,,-0.13344537639270063,-0.2009107426428972,-0.06932971094598205,1
I2I,death_30d,early:plain,3300,246,0.8035762774130688,0.23964763383084306,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,0.022881668155989052,0.0062382126181065615,0.04139823909148691,1
I2I,death_30d,early:blockstd,3300,246,0.8040128633113443,0.2413113362824254,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,0.023288689006574756,0.007808430067428257,0.04026928172148008,1
I2I,death_30d,inter:plain,3300,246,0.7612793564084954,0.22789928478984744,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,-0.01949703574700566,-0.05187421370424403,0.012809577761895116,0
I2I,death_30d,inter:gated,3300,246,0.7523666150217494,0.22965039407224827,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,-0.028387260130023836,-0.06070598930339756,0.003610178445635486,0
I2I,death_30d,inter:moddrop,3300,246,0.7554360268553569,0.2346250153644194,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,-0.025257304782175614,-0.05845881758511348,0.005920414169139979,0
I2I,death_30d,inter:lowrank,3300,246,0.7574632229622885,0.22612586733886905,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,-0.023393163114479337,-0.0547267188611299,0.00837298783262813,0
I2I,death_30d,inter:bilinear,3300,246,0.7748933825291101,0.2282771756330419,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,-0.006166444221833658,-0.0345764402910152,0.024281478738085907,0
I2I,death_30d,inter:tucker,3300,246,0.7625278855931977,0.2293535006604305,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,-0.018325944070360742,-0.04714538609693278,0.01104301916598284,0
I2I,death_30d,inter:crossattn,3300,246,0.7533342916926222,0.22578533954801902,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,-0.027449667817486024,-0.05918092339796032,0.004781605760397472,0
I2I,death_30d,late:mean,3300,246,0.7915801481197523,0.23169564132062262,0.7811060797248444,0.7033545237220545,0.07775155600278982,,,0.01075797676627033,-0.008743851250197074,0.031121409407204155,0
