outcome,sparse_k,measure,temp,amp,mean,sd,vs_pool,spread
death_30d_inhosp,1.0,tertile,1.0,0.1,0.9066509437621704,0.003650066776195731,0.0028509437621703215,0.07927594271897545
death_30d_inhosp,1.0,tertile,1.0,0.25,0.9066509437621704,0.003650066776195731,0.0028509437621703215,0.07927594271897545
death_30d_inhosp,1.0,tertile,2.0,0.0,0.9069953994988325,0.0039391240480064985,0.0031953994988324075,0.07927594271897545
death_30d_inhosp,1.0,tertile,2.0,0.1,0.9069953994988325,0.0039391240480064985,0.0031953994988324075,0.07927594271897545
death_30d_inhosp,1.0,tertile,2.0,0.25,0.9069953994988325,0.0039391240480064985,0.0031953994988324075,0.07927594271897545
death_30d_inhosp,1.0,tertile,5.0,0.0,0.9015834102669531,0.006037354590531493,-0.0022165897330469475,0.07927594271897545
death_30d_inhosp,1.0,tertile,5.0,0.1,0.9015834102669531,0.006037354590531493,-0.0022165897330469475,0.07927594271897545
death_30d_inhosp,1.0,tertile,5.0,0.25,0.9015834102669531,0.006037354590531493,-0.0022165897330469475,0.07927594271897545
death_30d_inhosp,1.0,tertile,10.0,0.0,0.8884708182375348,0.0097697817021636,-0.015329181762465227,0.07927594271897545
death_30d_inhosp,1.0,tertile,10.0,0.1,0.8884708182375348,0.0097697817021636,-0.015329181762465227,0.07927594271897545
death_30d_inhosp,1.0,tertile,10.0,0.25,0.8884708182375348,0.0097697817021636,-0.015329181762465227,0.07927594271897545
death_30d_inhosp,1.0,tertile,20.0,0.0,0.8836189574783356,0.010053298023176309,-0.020181042521664416,0.07927594271897545
death_30d_inhosp,1.0,tertile,20.0,0.1,0.8836189574783356,0.010053298023176309,-0.020181042521664416,0.07927594271897545
death_30d_inhosp,1.0,tertile,20.0,0.25,0.8836189574783356,0.010053298023176309,-0.020181042521664416,0.07927594271897545
death_30d_inhosp,1.0,tertile,-1.0,0.0,0.6143251693186138,0.006311328435821438,-0.28947483068138624,0.07927594271897545
death_30d_inhosp,1.0,tertile,-1.0,0.1,0.6143251693186138,0.006311328435821438,-0.28947483068138624,0.07927594271897545
death_30d_inhosp,1.0,tertile,-1.0,0.25,0.6143251693186138,0.006311328435821438,-0.28947483068138624,0.07927594271897545
death_30d_inhosp,1.0,local,1.0,0.0,0.9065330219784482,0.003556510854930986,0.002733021978448158,0.09210916332837121
death_30d_inhosp,1.0,local,1.0,0.1,0.9065330219784482,0.003556510854930986,0.002733021978448158,0.09210916332837121
death_30d_inhosp,1.0,local,1.0,0.25,0.9065330219784482,0.003556510854930986,0.002733021978448158,0.09210916332837121
death_30d_inhosp,1.0,local,2.0,0.0,0.9067828299676493,0.0035879426207674377,0.002982829967649203,0.09210916332837121
death_30d_inhosp,1.0,local,2.0,0.1,0.9067828299676493,0.0035879426207674377,0.002982829967649203,0.09210916332837121
death_30d_inhosp,1.0,local,2.0,0.25,0.9067828299676493,0.0035879426207674377,0.002982829967649203,0.09210916332837121
death_30d_inhosp,1.0,local,5.0,0.0,0.9024538592231126,0.004269013485894212,-0.001346140776887439,0.09210916332837121
death_30d_inhosp,1.0,local,5.0,0.1,0.9024538592231126,0.004269013485894212,-0.001346140776887439,0.09210916332837121
death_30d_inhosp,1.0,local,5.0,0.25,0.9024538592231126,0.004269013485894212,-0.001346140776887439,0.09210916332837121
death_30d_inhosp,1.0,local,10.0,0.0,0.8869517994709035,0.006005236073047244,-0.016848200529096524,0.09210916332837121
death_30d_inhosp,1.0,local,10.0,0.1,0.8869517994709035,0.006005236073047244,-0.016848200529096524,0.09210916332837121
death_30d_inhosp,1.0,local,10.0,0.25,0.8869517994709035,0.006005236073047244,-0.016848200529096524,0.09210916332837121
death_30d_inhosp,1.0,local,20.0,0.0,0.8778594093049596,0.007831561229369826,-0.0259405906950404,0.09210916332837121
death_30d_inhosp,1.0,local,20.0,0.1,0.8778594093049596,0.007831561229369826,-0.0259405906950404,0.09210916332837121
death_30d_inhosp,1.0,local,20.0,0.25,0.8778594093049596,0.007831561229369826,-0.0259405906950404,0.09210916332837121
death_30d_inhosp,1.0,local,-1.0,0.0,0.5720843451074097,0.01848357784698896,-0.33171565489259036,0.09210916332837121
death_30d_inhosp,1.0,local,-1.0,0.1,0.5720843451074097,0.01848357784698896,-0.33171565489259036,0.09210916332837121
death_30d_inhosp,1.0,local,-1.0,0.25,0.5720843451074097,0.01848357784698896,-0.33171565489259036,0.09210916332837121
death_30d_inhosp,3.0,tcp,1.0,0.0,0.9065221607615264,0.0035995604383047093,0.0027221607615263155,0.1061735944626377
death_30d_inhosp,3.0,tcp,1.0,0.1,0.9065221607615264,0.0035995604383047093,0.0027221607615263155,0.1061735944626377
death_30d_inhosp,3.0,tcp,1.0,0.25,0.9065221607615264,0.0035995604383047093,0.0027221607615263155,0.1061735944626377
death_30d_inhosp,3.0,tcp,2.0,0.0,0.906829378040171,0.00390755366116858,0.0030293780401710046,0.1061735944626377
death_30d_inhosp,3.0,tcp,2.0,0.1,0.906829378040171,0.00390755366116858,0.0030293780401710046,0.1061735944626377
death_30d_inhosp,3.0,tcp,2.0,0.25,0.906829378040171,0.00390755366116858,0.0030293780401710046,0.1061735944626377
death_30d_inhosp,3.0,tcp,5.0,0.0,0.9022521509088511,0.006027455172960773,-0.0015478490911489118,0.1061735944626377
