direction,outcome,arch,decile,pred,obs,n
M2M,death_30d,uni:ehr_only,6,0.6513024092325703,0.11515151515151516,165
M2M,death_30d,uni:ehr_only,7,0.7513623138896518,0.14545454545454545,165
M2M,death_30d,uni:ehr_only,8,0.8514259066999541,0.17575757575757575,165
M2M,death_30d,uni:ehr_only,9,0.9514824435032005,0.42424242424242425,165
M2M,death_30d,early:plain,0,0.0019121988232138985,0.0,165
M2M,death_30d,early:plain,1,0.004177283935581779,0.012121212121212121,165
M2M,death_30d,early:plain,2,0.006795785770681393,0.0,165
M2M,death_30d,early:plain,3,0.010419733478539084,0.006060606060606061,165
M2M,death_30d,early:plain,4,0.017260204095618452,0.024242424242424242,165
M2M,death_30d,early:plain,5,0.0287311031201351,0.024390243902439025,164
M2M,death_30d,early:plain,6,0.05053989190231734,0.08484848484848485,165
M2M,death_30d,early:plain,7,0.0974278911017569,0.12121212121212122,165
M2M,death_30d,early:plain,8,0.1948416883832636,0.21818181818181817,165
M2M,death_30d,early:plain,9,0.5108320585727769,0.4303030303030303,165
M2M,death_30d,early:blockstd,0,0.0229653806944356,0.0,165
M2M,death_30d,early:blockstd,1,0.031313877733981275,0.0,165
M2M,death_30d,early:blockstd,2,0.03808875886302709,0.0,165
M2M,death_30d,early:blockstd,3,0.04588583484508607,0.006060606060606061,165
M2M,death_30d,early:blockstd,4,0.05582515159224567,0.024242424242424242,165
M2M,death_30d,early:blockstd,5,0.06877422011925471,0.054878048780487805,164
M2M,death_30d,early:blockstd,6,0.08547683415345975,0.048484848484848485,165
M2M,death_30d,early:blockstd,7,0.11351627962913809,0.14545454545454545,165
M2M,death_30d,early:blockstd,8,0.15715059705153575,0.19393939393939394,165
M2M,death_30d,early:blockstd,9,0.3002602789808705,0.4484848484848485,165
M2M,death_30d,inter:plain,0,9.319496317534267e-09,0.012121212121212121,165
M2M,death_30d,inter:plain,1,2.37629037987593e-07,0.006060606060606061,165
M2M,death_30d,inter:plain,2,2.570244623367409e-06,0.012121212121212121,165
M2M,death_30d,inter:plain,3,1.836120646850869e-05,0.006060606060606061,165
M2M,death_30d,inter:plain,4,0.00010579135110178455,0.01818181818181818,165
M2M,death_30d,inter:plain,5,0.0004864349565007326,0.036585365853658534,164
M2M,death_30d,inter:plain,6,0.0033484459685331042,0.08484848484848485,165
M2M,death_30d,inter:plain,7,0.024447217990051617,0.13333333333333333,165
M2M,death_30d,inter:plain,8,0.2650835180372903,0.1696969696969697,165
M2M,death_30d,inter:plain,9,0.8892079078789913,0.44242424242424244,165
M2M,death_30d,late:mean,0,0.13027823273153613,0.0,167
M2M,death_30d,late:mean,1,0.23664783649270615,0.0,163
M2M,death_30d,late:mean,2,0.3116898495399378,0.006060606060606061,165
M2M,death_30d,late:mean,3,0.381887918485984,0.01818181818181818,165
M2M,death_30d,late:mean,4,0.4490693114528476,0.01818181818181818,165
M2M,death_30d,late:mean,5,0.5179596983492751,0.042682926829268296,164
M2M,death_30d,late:mean,6,0.5999975491162663,0.06666666666666667,165
M2M,death_30d,late:mean,7,0.6945227154409327,0.16265060240963855,166
M2M,death_30d,late:mean,8,0.7904024414124277,0.21341463414634146,164
M2M,death_30d,late:mean,9,0.9046752265650141,0.3939393939393939,165
M2M,death_30d,late:wsrc,0,0.11677029129974434,0.0,165
M2M,death_30d,late:wsrc,1,0.21765026417152972,0.0,165
M2M,death_30d,late:wsrc,2,0.2924848619531912,0.0,165
M2M,death_30d,late:wsrc,3,0.3734044726506045,0.006060606060606061,165
M2M,death_30d,late:wsrc,4,0.44876249705664467,0.024242424242424242,165
M2M,death_30d,late:wsrc,5,0.530001527513291,0.036585365853658534,164
M2M,death_30d,late:wsrc,6,0.6203901663133728,0.04242424242424243,165
M2M,death_30d,late:wsrc,7,0.7101202798422147,0.17575757575757575,165
M2M,death_30d,late:wsrc,8,0.795762859011986,0.21212121212121213,165
M2M,death_30d,late:wsrc,9,0.9099861227784107,0.42424242424242425,165
M2M,composite_30d,uni:ehr_only,0,0.051550250564476346,0.012121212121212121,165
M2M,composite_30d,uni:ehr_only,1,0.15160418780664828,0.0,165
M2M,composite_30d,uni:ehr_only,2,0.2516707456691806,0.012121212121212121,165
M2M,composite_30d,uni:ehr_only,3,0.35172831201677807,0.024242424242424242,165
M2M,composite_30d,uni:ehr_only,4,0.4517911851204255,0.048484848484848485,165
M2M,composite_30d,uni:ehr_only,5,0.5515442042931875,0.12195121951219512,164
M2M,composite_30d,uni:ehr_only,6,0.6513038437798059,0.10909090909090909,165
M2M,composite_30d,uni:ehr_only,7,0.7513613559616508,0.22424242424242424,165
M2M,composite_30d,uni:ehr_only,8,0.8514279679899356,0.2909090909090909,165
M2M,composite_30d,uni:ehr_only,9,0.951481851066355,0.48484848484848486,165
M2M,composite_30d,early:plain,0,0.006344112137724665,0.012121212121212121,165
M2M,composite_30d,early:plain,1,0.01234189263818094,0.006060606060606061,165
M2M,composite_30d,early:plain,2,0.018496405422853305,0.024242424242424242,165
M2M,composite_30d,early:plain,3,0.02689109073066376,0.048484848484848485,165
M2M,composite_30d,early:plain,4,0.04184397847296774,0.03636363636363636,165
M2M,composite_30d,early:plain,5,0.06404551445424676,0.09146341463414634,164
M2M,composite_30d,early:plain,6,0.100908014148831,0.12727272727272726,165
M2M,composite_30d,early:plain,7,0.16982291769387492,0.22424242424242424,165
M2M,composite_30d,early:plain,8,0.29983037600640416,0.3151515151515151,165
M2M,composite_30d,early:plain,9,0.5836726813472453,0.44242424242424244,165
M2M,composite_30d,early:blockstd,0,0.0355619632805972,0.006060606060606061,165
M2M,composite_30d,early:blockstd,1,0.047577371842279226,0.01818181818181818,165
M2M,composite_30d,early:blockstd,2,0.058445579839555575,0.006060606060606061,165
M2M,composite_30d,early:blockstd,3,0.07060661017363126,0.030303030303030304,165
M2M,composite_30d,early:blockstd,4,0.08514687481031448,0.030303030303030304,165
M2M,composite_30d,early:blockstd,5,0.10342146832801663,0.0975609756097561,164
M2M,composite_30d,early:blockstd,6,0.12875416217525557,0.16363636363636364,165
M2M,composite_30d,early:blockstd,7,0.16904371451363437,0.18181818181818182,165
M2M,composite_30d,early:blockstd,8,0.23251252116661283,0.3333333333333333,165
M2M,composite_30d,early:blockstd,9,0.39287115336384515,0.46060606060606063,165
M2M,composite_30d,inter:plain,0,5.058448707900597e-07,0.006060606060606061,165
M2M,composite_30d,inter:plain,1,9.183202746498863e-06,0.01818181818181818,165
M2M,composite_30d,inter:plain,2,7.584183394183956e-05,0.024242424242424242,165
M2M,composite_30d,inter:plain,3,0.000393215433966058,0.04242424242424243,165
M2M,composite_30d,inter:plain,4,0.0018688755868369656,0.06666666666666667,165
M2M,composite_30d,inter:plain,5,0.007937191429025516,0.07926829268292683,164
M2M,composite_30d,inter:plain,6,0.03521205146204342,0.14545454545454545,165
M2M,composite_30d,inter:plain,7,0.172498056473154,0.21818181818181817,165
M2M,composite_30d,inter:plain,8,0.6288268781069554,0.296969696969697,165
M2M,composite_30d,inter:plain,9,0.9401782400680311,0.4303030303030303,165
M2M,composite_30d,late:mean,0,0.1367528788338361,0.0,166
M2M,composite_30d,late:mean,1,0.23793669881798554,0.018292682926829267,164
M2M,composite_30d,late:mean,2,0.31172445445554897,0.04216867469879518,166
M2M,composite_30d,late:mean,3,0.37932075323619846,0.036585365853658534,164
M2M,composite_30d,late:mean,4,0.44269076186107315,0.04242424242424243,165
M2M,composite_30d,late:mean,5,0.5187887502672381,0.10365853658536585,164
M2M,composite_30d,late:mean,6,0.600965964259098,0.14545454545454545,165
M2M,composite_30d,late:mean,7,0.6902736843166861,0.1696969696969697,165
M2M,composite_30d,late:mean,8,0.7947875544721696,0.3212121212121212,165
M2M,composite_30d,late:mean,9,0.9030467956561176,0.4484848484848485,165
M2M,composite_30d,late:wsrc,0,0.12148568843693783,0.0,165
M2M,composite_30d,late:wsrc,1,0.2210616806686871,0.024242424242424242,165
M2M,composite_30d,late:wsrc,2,0.2906354768254443,0.0,165
M2M,composite_30d,late:wsrc,3,0.36134166768478604,0.023952095808383235,167
M2M,composite_30d,late:wsrc,4,0.45147610787521486,0.0736196319018405,163
M2M,composite_30d,late:wsrc,5,0.5332395656883958,0.07317073170731707,164
M2M,composite_30d,late:wsrc,6,0.616989236147286,0.12727272727272726,165
M2M,composite_30d,late:wsrc,7,0.711355800088135,0.18787878787878787,165
M2M,composite_30d,late:wsrc,8,0.7980973643803293,0.34545454545454546,165
M2M,composite_30d,late:wsrc,9,0.9107629179385368,0.4727272727272727,165
M2M,cv_first,uni:ehr_only,0,0.05180024415371427,0.013245033112582781,151
M2M,cv_first,uni:ehr_only,1,0.15205398204692488,0.013245033112582781,151
M2M,cv_first,uni:ehr_only,2,0.2519944162199929,0.006666666666666667,150
M2M,cv_first,uni:ehr_only,3,0.3519262225309886,0.006622516556291391,151
M2M,cv_first,uni:ehr_only,4,0.4518587118364525,0.013333333333333334,150
M2M,cv_first,uni:ehr_only,5,0.5517916090485362,0.039735099337748346,151
M2M,cv_first,uni:ehr_only,6,0.6517277051979911,0.05333333333333334,150
M2M,cv_first,uni:ehr_only,7,0.7516610464131956,0.08609271523178808,151
M2M,cv_first,uni:ehr_only,8,0.8515943813185229,0.09333333333333334,150
M2M,cv_first,uni:ehr_only,9,0.9515199939129722,0.17880794701986755,151
M2M,cv_first,early:plain,0,0.0028052550818462624,0.026490066225165563,151
M2M,cv_first,early:plain,1,0.006203352364510297,0.006622516556291391,151
M2M,cv_first,early:plain,2,0.008793458000406791,0.006666666666666667,150
M2M,cv_first,early:plain,3,0.01196940906977363,0.006622516556291391,151
M2M,cv_first,early:plain,4,0.016174936897252613,0.03333333333333333,150
M2M,cv_first,early:plain,5,0.02143429201327802,0.033112582781456956,151
M2M,cv_first,early:plain,6,0.02924715366491392,0.04666666666666667,150
M2M,cv_first,early:plain,7,0.04513033336254751,0.059602649006622516,151
M2M,cv_first,early:plain,8,0.08207925178707978,0.11333333333333333,150
M2M,cv_first,early:plain,9,0.2847110123595506,0.17218543046357615,151
M2M,cv_first,early:blockstd,0,0.02519261926427544,0.0,151
M2M,cv_first,early:blockstd,1,0.030285746934315058,0.019867549668874173,151
M2M,cv_first,early:blockstd,2,0.03332396410366078,0.013333333333333334,150
M2M,cv_first,early:blockstd,3,0.03633276429561871,0.013245033112582781,151
M2M,cv_first,early:blockstd,4,0.03955872769284676,0.02666666666666667,150
M2M,cv_first,early:blockstd,5,0.04338519960465459,0.013245033112582781,151
M2M,cv_first,early:blockstd,6,0.04865034335227705,0.05333333333333334,150
M2M,cv_first,early:blockstd,7,0.05721301705403426,0.07947019867549669,151
M2M,cv_first,early:blockstd,8,0.0720138610166245,0.08666666666666667,150
M2M,cv_first,early:blockstd,9,0.12103246426339867,0.1986754966887417,151
M2M,cv_first,inter:plain,0,2.1105139642661095e-13,0.019867549668874173,151
M2M,cv_first,inter:plain,1,8.616392855056217e-11,0.026490066225165563,151
M2M,cv_first,inter:plain,2,3.318931341607841e-09,0.013333333333333334,150
M2M,cv_first,inter:plain,3,4.00418614233523e-08,0.046357615894039736,151
M2M,cv_first,inter:plain,4,4.398983253395272e-07,0.013333333333333334,150
M2M,cv_first,inter:plain,5,3.485014324133766e-06,0.026490066225165563,151
M2M,cv_first,inter:plain,6,3.2586683416108524e-05,0.06,150
M2M,cv_first,inter:plain,7,0.00034185758420260046,0.059602649006622516,151
M2M,cv_first,inter:plain,8,0.006030796009969587,0.09333333333333334,150
M2M,cv_first,inter:plain,9,0.48868635865483456,0.1456953642384106,151
M2M,cv_first,late:mean,0,0.1487143063368989,0.006622516556291391,151
M2M,cv_first,late:mean,1,0.2564932062721089,0.0,151
M2M,cv_first,late:mean,2,0.3354917637768745,0.013245033112582781,151
M2M,cv_first,late:mean,3,0.40309917921495375,0.033112582781456956,151
M2M,cv_first,late:mean,4,0.46435588480746437,0.04666666666666667,150
M2M,cv_first,late:mean,5,0.5205028898407288,0.039735099337748346,151
M2M,cv_first,late:mean,6,0.5823672620903815,0.026845637583892617,149
M2M,cv_first,late:mean,7,0.6605764362285006,0.039473684210526314,152
M2M,cv_first,late:mean,8,0.757765075508559,0.10738255033557047,149
M2M,cv_first,late:mean,9,0.8903958775379457,0.19205298013245034,151
M2M,cv_first,late:wsrc,0,0.13906360330455492,0.006578947368421052,152
M2M,cv_first,late:wsrc,1,0.24566170871936566,0.006622516556291391,151
M2M,cv_first,late:wsrc,2,0.32203836061351554,0.0,149
M2M,cv_first,late:wsrc,3,0.3920352628189701,0.033112582781456956,151
M2M,cv_first,late:wsrc,4,0.4634338516150528,0.02,150
M2M,cv_first,late:wsrc,5,0.5313912102002515,0.026490066225165563,151
M2M,cv_first,late:wsrc,6,0.5971338599807393,0.06,150
M2M,cv_first,late:wsrc,7,0.670304854038843,0.059602649006622516,151
M2M,cv_first,late:wsrc,8,0.762958812924281,0.1,150
M2M,cv_first,late:wsrc,9,0.8947105263966285,0.19205298013245034,151
I2I,death_30d,uni:ehr_only,0,0.05075757575757576,0.012121212121212121,330
I2I,death_30d,uni:ehr_only,1,0.15075757575757576,0.024242424242424242,330
I2I,death_30d,uni:ehr_only,2,0.25075757575757573,0.00909090909090909,330
I2I,death_30d,uni:ehr_only,3,0.35075757575757577,0.030303030303030304,330
I2I,death_30d,uni:ehr_only,4,0.45075757575757575,0.04242424242424243,330
I2I,death_30d,uni:ehr_only,5,0.5507575757575758,0.030303030303030304,330
I2I,death_30d,uni:ehr_only,6,0.6507575757575758,0.06363636363636363,330
I2I,death_30d,uni:ehr_only,7,0.7507575757575757,0.10303030303030303,330
I2I,death_30d,uni:ehr_only,8,0.8507575757575757,0.16363636363636364,330
I2I,death_30d,uni:ehr_only,9,0.9507575757575758,0.26666666666666666,330
I2I,death_30d,early:plain,0,0.004875944861413462,0.015151515151515152,330
I2I,death_30d,early:plain,1,0.009835302216954868,0.006060606060606061,330
I2I,death_30d,early:plain,2,0.014721921219200525,0.02727272727272727,330
I2I,death_30d,early:plain,3,0.021034044287341444,0.012121212121212121,330
I2I,death_30d,early:plain,4,0.029119405249726595,0.02727272727272727,330
I2I,death_30d,early:plain,5,0.04048449767858947,0.03636363636363636,330
I2I,death_30d,early:plain,6,0.0575876552291057,0.08181818181818182,330
I2I,death_30d,early:plain,7,0.086330909906903,0.08787878787878788,330
I2I,death_30d,early:plain,8,0.1422355808861635,0.16363636363636364,330
I2I,death_30d,early:plain,9,0.33563472381635623,0.2878787878787879,330
I2I,death_30d,early:blockstd,0,0.02263737738920014,0.00909090909090909,330
I2I,death_30d,early:blockstd,1,0.0313239366906863,0.012121212121212121,330
I2I,death_30d,early:blockstd,2,0.03811837271162048,0.012121212121212121,330
I2I,death_30d,early:blockstd,3,0.044991849204420016,0.01818181818181818,330
I2I,death_30d,early:blockstd,4,0.05314624428027081,0.03939393939393939,330
I2I,death_30d,early:blockstd,5,0.06248625686089731,0.05454545454545454,330
I2I,death_30d,early:blockstd,6,0.07415384232394667,0.05757575757575758,330
I2I,death_30d,early:blockstd,7,0.09080450361394676,0.08787878787878788,330
I2I,death_30d,early:blockstd,8,0.11931095525144361,0.18181818181818182,330
I2I,death_30d,early:blockstd,9,0.20496036308543097,0.2727272727272727,330
I2I,death_30d,inter:plain,0,3.816569190702842e-07,0.01818181818181818,330
I2I,death_30d,inter:plain,1,1.1630478896181144e-05,0.03939393939393939,330
I2I,death_30d,inter:plain,2,8.369601593144718e-05,0.03939393939393939,330
I2I,death_30d,inter:plain,3,0.0003585828607549157,0.03333333333333333,330
I2I,death_30d,inter:plain,4,0.0011463929502166469,0.021212121212121213,330
I2I,death_30d,inter:plain,5,0.0034481623255873495,0.048484848484848485,330
I2I,death_30d,inter:plain,6,0.011249156375274514,0.06666666666666667,330
I2I,death_30d,inter:plain,7,0.04209084866963553,0.08181818181818182,330
I2I,death_30d,inter:plain,8,0.2618867778642611,0.14545454545454545,330
I2I,death_30d,inter:plain,9,0.8367241664366288,0.2515151515151515,330
I2I,death_30d,late:mean,0,0.12464638835484756,0.00906344410876133,331
I2I,death_30d,late:mean,1,0.23919765840220386,0.021212121212121213,330
I2I,death_30d,late:mean,2,0.3194927437020811,0.012048192771084338,332
I2I,death_30d,late:mean,3,0.3924380583955052,0.0182370820668693,329
I2I,death_30d,late:mean,4,0.46078737065779746,0.024390243902439025,328
I2I,death_30d,late:mean,5,0.5257610192837465,0.03939393939393939,330
I2I,death_30d,late:mean,6,0.5975642791551882,0.08484848484848485,330
I2I,death_30d,late:mean,7,0.6858096733096734,0.10510510510510511,333
I2I,death_30d,late:mean,8,0.7747880177926049,0.1743119266055046,327
I2I,death_30d,late:mean,9,0.8895672635445363,0.25757575757575757,330
I2I,death_30d,late:wsrc,0,0.12057196969696969,0.00909090909090909,330
I2I,death_30d,late:wsrc,1,0.23536283287419651,0.01818181818181818,330
I2I,death_30d,late:wsrc,2,0.3145457988980716,0.01818181818181818,330
I2I,death_30d,late:wsrc,3,0.3888888125972718,0.015105740181268883,331
I2I,death_30d,late:wsrc,4,0.4606189555125725,0.02127659574468085,329
I2I,death_30d,late:wsrc,5,0.5295008034894398,0.045454545454545456,330
I2I,death_30d,late:wsrc,6,0.6041116850321396,0.07272727272727272,330
I2I,death_30d,late:wsrc,7,0.684384212212762,0.11178247734138973,331
I2I,death_30d,late:wsrc,8,0.7795413097540758,0.1702127659574468,329
I2I,death_30d,late:wsrc,9,0.8905550964187328,0.2636363636363636,330
I2I,composite_30d,uni:ehr_only,0,0.05075757575757576,0.03333333333333333,330
I2I,composite_30d,uni:ehr_only,1,0.15075757575757576,0.03333333333333333,330
I2I,composite_30d,uni:ehr_only,2,0.25075757575757573,0.05454545454545454,330
I2I,composite_30d,uni:ehr_only,3,0.35075757575757577,0.08787878787878788,330
I2I,composite_30d,uni:ehr_only,4,0.45075757575757575,0.0696969696969697,330
I2I,composite_30d,uni:ehr_only,5,0.5507575757575758,0.10909090909090909,330
I2I,composite_30d,uni:ehr_only,6,0.6507575757575758,0.18181818181818182,330
I2I,composite_30d,uni:ehr_only,7,0.7507575757575757,0.24848484848484848,330
I2I,composite_30d,uni:ehr_only,8,0.8507575757575757,0.28484848484848485,330
I2I,composite_30d,uni:ehr_only,9,0.9507575757575758,0.42727272727272725,330
I2I,composite_30d,early:plain,0,0.020253809689193342,0.015151515151515152,330
I2I,composite_30d,early:plain,1,0.03541708319203917,0.03333333333333333,330
I2I,composite_30d,early:plain,2,0.04937719550343987,0.06363636363636363,330
I2I,composite_30d,early:plain,3,0.06685085766992661,0.08181818181818182,330
I2I,composite_30d,early:plain,4,0.08904482143558916,0.10909090909090909,330
I2I,composite_30d,early:plain,5,0.11397148643182076,0.11818181818181818,330
I2I,composite_30d,early:plain,6,0.1493688904545718,0.1606060606060606,330
I2I,composite_30d,early:plain,7,0.2037261063714512,0.2515151515151515,330
I2I,composite_30d,early:plain,8,0.2960429227752182,0.2878787878787879,330
I2I,composite_30d,early:plain,9,0.514009016838466,0.4090909090909091,330
I2I,composite_30d,early:blockstd,0,0.045592364074856624,0.01818181818181818,330
I2I,composite_30d,early:blockstd,1,0.06515018910697197,0.01818181818181818,330
I2I,composite_30d,early:blockstd,2,0.07980605345498955,0.07272727272727272,330
I2I,composite_30d,early:blockstd,3,0.09628632240906468,0.07272727272727272,330
I2I,composite_30d,early:blockstd,4,0.11385209772790421,0.08484848484848485,330
I2I,composite_30d,early:blockstd,5,0.1342945380666717,0.1393939393939394,330
I2I,composite_30d,early:blockstd,6,0.16056639610168197,0.18181818181818182,330
I2I,composite_30d,early:blockstd,7,0.19474653088809624,0.22121212121212122,330
I2I,composite_30d,early:blockstd,8,0.2533014699361956,0.296969696969697,330
I2I,composite_30d,early:blockstd,9,0.3919224554588541,0.42424242424242425,330
I2I,composite_30d,inter:plain,0,0.00022879404416901598,0.07272727272727272,330
I2I,composite_30d,inter:plain,1,0.001431321544276381,0.048484848484848485,330
I2I,composite_30d,inter:plain,2,0.004504195757379586,0.08181818181818182,330
I2I,composite_30d,inter:plain,3,0.01153228463125274,0.07878787878787878,330
I2I,composite_30d,inter:plain,4,0.02740832142757647,0.11818181818181818,330
I2I,composite_30d,inter:plain,5,0.06495017618166678,0.11212121212121212,330
I2I,composite_30d,inter:plain,6,0.16701281991871922,0.18181818181818182,330
I2I,composite_30d,inter:plain,7,0.41200285301064,0.20303030303030303,330
I2I,composite_30d,inter:plain,8,0.704657564199332,0.2909090909090909,330
I2I,composite_30d,inter:plain,9,0.8974725902080536,0.3424242424242424,330
I2I,composite_30d,late:mean,0,0.11737144168962352,0.015151515151515152,330
I2I,composite_30d,late:mean,1,0.23386248852157943,0.030303030303030304,330
I2I,composite_30d,late:mean,2,0.32094856699525376,0.05421686746987952,332
I2I,composite_30d,late:mean,3,0.4005081300813008,0.10975609756097561,328
I2I,composite_30d,late:mean,4,0.4661111111111111,0.12727272727272726,330
I2I,composite_30d,late:mean,5,0.5325883077765607,0.11746987951807229,332
I2I,composite_30d,late:mean,6,0.6006149598393574,0.1746987951807229,332
I2I,composite_30d,late:mean,7,0.6796632483370288,0.2073170731707317,328
I2I,composite_30d,late:mean,8,0.7692722681359045,0.31212121212121213,330
I2I,composite_30d,late:mean,9,0.8897611788617885,0.38414634146341464,328
I2I,composite_30d,late:wsrc,0,0.10725459136822772,0.01818181818181818,330
I2I,composite_30d,late:wsrc,1,0.21981129476584021,0.02727272727272727,330
I2I,composite_30d,late:wsrc,2,0.30483189142177053,0.06948640483383686,331
I2I,composite_30d,late:wsrc,3,0.3825499677627337,0.0851063829787234,329
I2I,composite_30d,late:wsrc,4,0.4661921487603306,0.0696969696969697,330
I2I,composite_30d,late:wsrc,5,0.5399542250297538,0.11782477341389729,331
I2I,composite_30d,late:wsrc,6,0.6137152298056553,0.20364741641337386,329
I2I,composite_30d,late:wsrc,7,0.6909416896235078,0.22424242424242424,330
I2I,composite_30d,late:wsrc,8,0.7854678604224058,0.3,330
I2I,composite_30d,late:wsrc,9,0.897315886134068,0.41515151515151516,330
I2I,cv_first,uni:ehr_only,0,0.05108663621629586,0.016129032258064516,310
I2I,cv_first,uni:ehr_only,1,0.1513156393060727,0.025974025974025976,308
I2I,cv_first,uni:ehr_only,2,0.2510524321707466,0.035830618892508145,307
I2I,cv_first,uni:ehr_only,3,0.35079552937748226,0.00974025974025974,308
I2I,cv_first,uni:ehr_only,4,0.4510213854217096,0.01935483870967742,310
I2I,cv_first,uni:ehr_only,5,0.5510869601734298,0.06188925081433225,307
I2I,cv_first,uni:ehr_only,6,0.6508262583466755,0.11363636363636363,308
I2I,cv_first,uni:ehr_only,7,0.7510540108190027,0.15483870967741936,310
I2I,cv_first,uni:ehr_only,8,0.8511214881761131,0.1791530944625407,307
I2I,cv_first,uni:ehr_only,9,0.9508569873158688,0.3181818181818182,308
I2I,cv_first,early:plain,0,0.01000413473095497,0.012944983818770227,309
I2I,cv_first,early:plain,1,0.016541161366081334,0.04220779220779221,308
I2I,cv_first,early:plain,2,0.022233587395991718,0.022727272727272728,308
I2I,cv_first,early:plain,3,0.02871799395949476,0.025974025974025976,308
I2I,cv_first,early:plain,4,0.03869339939643882,0.032362459546925564,309
I2I,cv_first,early:plain,5,0.05422894588715045,0.06818181818181818,308
I2I,cv_first,early:plain,6,0.07869884982652181,0.11688311688311688,308
I2I,cv_first,early:plain,7,0.11546968674850973,0.12987012987012986,308
I2I,cv_first,early:plain,8,0.18890607017996205,0.17857142857142858,308
I2I,cv_first,early:plain,9,0.37998142077665065,0.3042071197411003,309
I2I,cv_first,early:blockstd,0,0.032994190561811604,0.006472491909385114,309
I2I,cv_first,early:blockstd,1,0.04273785242104034,0.03571428571428571,308
I2I,cv_first,early:blockstd,2,0.049697045910748736,0.022727272727272728,308
I2I,cv_first,early:blockstd,3,0.05666307589172193,0.025974025974025976,308
I2I,cv_first,early:blockstd,4,0.06623957958112096,0.042071197411003236,309
I2I,cv_first,early:blockstd,5,0.07889082167896608,0.06493506493506493,308
I2I,cv_first,early:blockstd,6,0.09466843457247605,0.09740259740259741,308
I2I,cv_first,early:blockstd,7,0.11730380776526382,0.14285714285714285,308
I2I,cv_first,early:blockstd,8,0.15096961550549215,0.19805194805194806,308
I2I,cv_first,early:blockstd,9,0.24083703803096587,0.2977346278317152,309
I2I,cv_first,inter:plain,0,1.8078822507551585e-05,0.061488673139158574,309
I2I,cv_first,inter:plain,1,0.0001512835793359305,0.048701298701298704,308
I2I,cv_first,inter:plain,2,0.0005691803871977518,0.022727272727272728,308
I2I,cv_first,inter:plain,3,0.001544691614886782,0.045454545454545456,308
I2I,cv_first,inter:plain,4,0.004094882012257491,0.0744336569579288,309
I2I,cv_first,inter:plain,5,0.011313114661493569,0.08766233766233766,308
I2I,cv_first,inter:plain,6,0.03710765643166257,0.08766233766233766,308
I2I,cv_first,inter:plain,7,0.13084558966001134,0.1331168831168831,308
I2I,cv_first,inter:plain,8,0.43866086504482604,0.14285714285714285,308
I2I,cv_first,inter:plain,9,0.8611017855239917,0.2297734627831715,309
I2I,cv_first,late:mean,0,0.13284281862520206,0.006472491909385114,309
I2I,cv_first,late:mean,1,0.25076932407270475,0.022727272727272728,308
I2I,cv_first,late:mean,2,0.3302388842793114,0.04838709677419355,310
I2I,cv_first,late:mean,3,0.39922781988915795,0.04234527687296417,307
I2I,cv_first,late:mean,4,0.4630749068768378,0.08766233766233766,308
I2I,cv_first,late:mean,5,0.5259754285096406,0.1032258064516129,310
I2I,cv_first,late:mean,6,0.5937468401239971,0.06535947712418301,306
I2I,cv_first,late:mean,7,0.6711834785985867,0.1038961038961039,308
I2I,cv_first,late:mean,8,0.7582027562856853,0.19155844155844157,308
I2I,cv_first,late:mean,9,0.8840151288657214,0.2621359223300971,309
I2I,cv_first,late:wsrc,0,0.10250880671153363,0.012944983818770227,309
I2I,cv_first,late:wsrc,1,0.206090857861723,0.025974025974025976,308
I2I,cv_first,late:wsrc,2,0.28711383235350074,0.02922077922077922,308
I2I,cv_first,late:wsrc,3,0.36815215381781385,0.01948051948051948,308
I2I,cv_first,late:wsrc,4,0.4547857128467091,0.032362459546925564,309
I2I,cv_first,late:wsrc,5,0.5440898988585349,0.05194805194805195,308
I2I,cv_first,late:wsrc,6,0.6270942629606341,0.10032362459546926,309
I2I,cv_first,late:wsrc,7,0.711994773851524,0.18241042345276873,307
I2I,cv_first,late:wsrc,8,0.7998843247198821,0.17532467532467533,308
I2I,cv_first,late:wsrc,9,0.9067945042230459,0.3042071197411003,309
