direction,outcome,arch,decile,pred,obs,n
I2M,death_30d,late:wsrc,7,0.6923556976680082,0.16363636363636364,165
I2M,death_30d,late:wsrc,8,0.7804362607273463,0.17575757575757575,165
I2M,death_30d,late:wsrc,9,0.9023172905525846,0.40606060606060607,165
I2M,composite_30d,uni:ehr_only,0,0.05033353547604609,0.006060606060606061,165
I2M,composite_30d,uni:ehr_only,1,0.15039417828987264,0.012121212121212121,165
I2M,composite_30d,uni:ehr_only,2,0.2504548211036992,0.012121212121212121,165
I2M,composite_30d,uni:ehr_only,3,0.35051546391752575,0.04242424242424243,165
I2M,composite_30d,uni:ehr_only,4,0.45057610673135234,0.06666666666666667,165
I2M,composite_30d,uni:ehr_only,5,0.5503335354760461,0.08536585365853659,164
I2M,composite_30d,uni:ehr_only,6,0.6500909642207399,0.15757575757575756,165
I2M,composite_30d,uni:ehr_only,7,0.7501516070345664,0.23030303030303031,165
I2M,composite_30d,uni:ehr_only,8,0.8502122498483929,0.23030303030303031,165
I2M,composite_30d,uni:ehr_only,9,0.9502728926622195,0.48484848484848486,165
I2M,composite_30d,early:plain,0,0.02248488847979382,0.006060606060606061,165
I2M,composite_30d,early:plain,1,0.03462849431575761,0.01818181818181818,165
I2M,composite_30d,early:plain,2,0.04585553147598774,0.006060606060606061,165
I2M,composite_30d,early:plain,3,0.058549555867893815,0.04242424242424243,165
I2M,composite_30d,early:plain,4,0.07278534315526858,0.07272727272727272,165
I2M,composite_30d,early:plain,5,0.0934086940635634,0.09146341463414634,164
I2M,composite_30d,early:plain,6,0.12169611333511887,0.11515151515151516,165
I2M,composite_30d,early:plain,7,0.16517552679472344,0.23030303030303031,165
I2M,composite_30d,early:plain,8,0.24753048543656048,0.2909090909090909,165
I2M,composite_30d,early:plain,9,0.47284937096767427,0.45454545454545453,165
I2M,composite_30d,early:blockstd,0,0.04352221763806614,0.006060606060606061,165
I2M,composite_30d,early:blockstd,1,0.05637273849375925,0.01818181818181818,165
I2M,composite_30d,early:blockstd,2,0.06763068853740317,0.006060606060606061,165
I2M,composite_30d,early:blockstd,3,0.0786434013698637,0.030303030303030304,165
