direction,outcome,arch,thresh,nb
I2M,cv_first,early:plain,0.42000000000000004,-0.007075147685121585
I2M,cv_first,early:plain,0.43,-0.00553342186808322
I2M,cv_first,early:plain,0.44,-0.004505786378296338
I2M,cv_first,early:plain,0.45,-0.003320053120849933
I2M,cv_first,early:plain,0.46,-0.003000344301805126
I2M,cv_first,early:plain,0.47000000000000003,-0.00205467438422411
I2M,cv_first,early:plain,0.48000000000000004,-0.002247420574113801
I2M,cv_first,early:plain,0.49,-0.0031117360622867993
I2M,cv_first,early:plain,0.5,-0.0033200531208499333
I2M,cv_first,early:blockstd,0.01,0.040873542865574736
I2M,cv_first,early:blockstd,0.02,0.03108653820093774
I2M,cv_first,early:blockstd,0.03,0.021898659656905024
I2M,cv_first,early:blockstd,0.04,0.017457945993802564
I2M,cv_first,early:blockstd,0.05,0.016600265604249664
I2M,cv_first,early:blockstd,0.060000000000000005,0.016995846401627532
I2M,cv_first,early:blockstd,0.06999999999999999,0.018156763626497596
I2M,cv_first,early:blockstd,0.08,0.01717766614700618
I2M,cv_first,early:blockstd,0.09,0.01688484158603681
I2M,cv_first,early:blockstd,0.09999999999999999,0.014091781024051942
I2M,cv_first,early:blockstd,0.11,0.010489875703179788
I2M,cv_first,early:blockstd,0.12,0.009507424846070266
I2M,cv_first,early:blockstd,0.13,0.009120605699806139
I2M,cv_first,early:blockstd,0.14,0.00917261187806912
I2M,cv_first,early:blockstd,0.15000000000000002,0.009061792047496285
I2M,cv_first,early:blockstd,0.16,0.006703345348763675
I2M,cv_first,early:blockstd,0.17,0.0062320997135954185
I2M,cv_first,early:blockstd,0.18000000000000002,0.005085349658277456
I2M,cv_first,early:blockstd,0.19,0.00222156640926008
I2M,cv_first,early:blockstd,0.2,0.0014940239043824705
I2M,cv_first,early:blockstd,0.21000000000000002,0.0005631482508783418
I2M,cv_first,early:blockstd,0.22,0.0001191813940817927
I2M,cv_first,early:blockstd,0.23,-0.0007588692847656977
I2M,cv_first,early:blockstd,0.24000000000000002,-0.0013280212483399731
I2M,cv_first,early:blockstd,0.25,-0.0015493581230633024
I2M,cv_first,early:blockstd,0.26,-0.0014536448799397014
I2M,cv_first,early:blockstd,0.27,-0.0008277392712256002
I2M,cv_first,early:blockstd,0.28,-0.00025822635384388417
I2M,cv_first,early:blockstd,0.29000000000000004,-0.0003553859678656268
I2M,cv_first,early:blockstd,0.3,-0.0010434452665528363
I2M,cv_first,early:blockstd,0.31,-0.00225186211675039
I2M,cv_first,early:blockstd,0.32,-0.0027732208421217095
I2M,cv_first,early:blockstd,0.33,-0.002279439456105925
I2M,cv_first,early:blockstd,0.34,-0.0017304519296551177
I2M,cv_first,early:blockstd,0.35000000000000003,-0.0014812544693022785
I2M,cv_first,early:blockstd,0.36000000000000004,-0.0004565073041168662
I2M,cv_first,early:blockstd,0.37,-0.0001159383629503152
I2M,cv_first,early:blockstd,0.38,-0.00014993788287709375
I2M,cv_first,early:blockstd,0.39,-0.0008490627653321141
I2M,cv_first,early:blockstd,0.4,-0.0008853474988933156
I2M,cv_first,early:blockstd,0.41000000000000003,-0.0009228622234226934
I2M,cv_first,early:blockstd,0.42000000000000004,-0.0009616705591427395
I2M,cv_first,early:blockstd,0.43,0.0
I2M,cv_first,early:blockstd,0.44,0.0
I2M,cv_first,early:blockstd,0.45,0.0
I2M,cv_first,early:blockstd,0.46,0.0
I2M,cv_first,early:blockstd,0.47000000000000003,0.0
I2M,cv_first,early:blockstd,0.48000000000000004,0.0
I2M,cv_first,early:blockstd,0.49,0.0
I2M,cv_first,early:blockstd,0.5,0.0
I2M,cv_first,inter:plain,0.01,0.03997478101063759
I2M,cv_first,inter:plain,0.02,0.03527387050437705
I2M,cv_first,inter:plain,0.03,0.02832655631768459
I2M,cv_first,inter:plain,0.04,0.026173085436033642
I2M,cv_first,inter:plain,0.05,0.022960788425246383
I2M,cv_first,inter:plain,0.060000000000000005,0.017221892571557738
I2M,cv_first,inter:plain,0.06999999999999999,0.015607819617587
I2M,cv_first,inter:plain,0.08,0.013482302673364512
I2M,cv_first,inter:plain,0.09,0.009062650496913446
I2M,cv_first,inter:plain,0.09999999999999999,0.006935222074664307
I2M,cv_first,inter:plain,0.11,0.005498604831609889
I2M,cv_first,inter:plain,0.12,0.00335023542194857
I2M,cv_first,inter:plain,0.13,0.0017249011616369755
I2M,cv_first,inter:plain,0.14,-0.00035516847339324767
I2M,cv_first,inter:plain,0.15000000000000002,-0.002343566908835252
I2M,cv_first,inter:plain,0.16,-0.004869411243913241
I2M,cv_first,inter:plain,0.17,-0.006592105473687583
I2M,cv_first,inter:plain,0.18000000000000002,-0.00814627668189033
I2M,cv_first,inter:plain,0.19,-0.009345334710540554
I2M,cv_first,inter:plain,0.2,-0.010292164674634799
I2M,cv_first,inter:plain,0.21000000000000002,-0.012011027619479892
I2M,cv_first,inter:plain,0.22,-0.013535601185003576
I2M,cv_first,inter:plain,0.23,-0.015030785947120609
I2M,cv_first,inter:plain,0.24000000000000002,-0.016285734255958625
I2M,cv_first,inter:plain,0.25,-0.018813634351482957
I2M,cv_first,inter:plain,0.26,-0.020925307777897424
I2M,cv_first,inter:plain,0.27,-0.021848678345976827
I2M,cv_first,inter:plain,0.28,-0.023867492990998974
I2M,cv_first,inter:plain,0.29000000000000004,-0.02572807362100893
I2M,cv_first,inter:plain,0.3,-0.02665528362739518
I2M,cv_first,inter:plain,0.31,-0.02843697673075813
I2M,cv_first,inter:plain,0.32,-0.030232013123974694
I2M,cv_first,inter:plain,0.33,-0.03270500089195458
I2M,cv_first,inter:plain,0.34,-0.03487061853595719
I2M,cv_first,inter:plain,0.35000000000000003,-0.037082439472877725
I2M,cv_first,inter:plain,0.36000000000000004,-0.038222111553784875
I2M,cv_first,inter:plain,0.37,-0.039703619384894286
I2M,cv_first,inter:plain,0.38,-0.0403547101914921
I2M,cv_first,inter:plain,0.39,-0.04219188818496506
I2M,cv_first,inter:plain,0.4,-0.04515272244355911
I2M,cv_first,inter:plain,0.41000000000000003,-0.04704346455983974
I2M,cv_first,inter:plain,0.42000000000000004,-0.04847277556440904
I2M,cv_first,inter:plain,0.43,-0.04837958109084131
I2M,cv_first,inter:plain,0.44,-0.048662492885600456
I2M,cv_first,inter:plain,0.45,-0.04992152601714356
I2M,cv_first,inter:plain,0.46,-0.05171904972701785
I2M,cv_first,inter:plain,0.47000000000000003,-0.053534290510912325
I2M,cv_first,inter:plain,0.48000000000000004,-0.05725814689958117
I2M,cv_first,inter:plain,0.49,-0.0591620446319298
I2M,cv_first,inter:plain,0.5,-0.061752988047808766
I2M,cv_first,late:mean,0.01,0.040880250043596654
I2M,cv_first,late:mean,0.02,0.03111364067539366
I2M,cv_first,late:mean,0.03,0.02117988526991689
I2M,cv_first,late:mean,0.04,0.01103917662682602
I2M,cv_first,late:mean,0.05,0.0008387502621094445
I2M,cv_first,late:mean,0.060000000000000005,-0.009592834336413225
I2M,cv_first,late:mean,0.06999999999999999,-0.020255893986776907
I2M,cv_first,late:mean,0.08,-0.031006409146024594
I2M,cv_first,late:mean,0.09,-0.04193482480335069
I2M,cv_first,late:mean,0.09999999999999999,-0.052973292017116716
I2M,cv_first,late:mean,0.11,-0.06344658817911873
I2M,cv_first,late:mean,0.12,-0.07476155982132075
I2M,cv_first,late:mean,0.13,-0.08576422280227748
I2M,cv_first,late:mean,0.14,-0.09807282497915316
I2M,cv_first,late:mean,0.15000000000000002,-0.10827279118818846
I2M,cv_first,late:mean,0.16,-0.12005944476064
I2M,cv_first,late:mean,0.17,-0.1316261060176963
I2M,cv_first,late:mean,0.18000000000000002,-0.14260033038577402
I2M,cv_first,late:mean,0.19,-0.15392749987703508
I2M,cv_first,late:mean,0.2,-0.16500664010624172
I2M,cv_first,late:mean,0.21000000000000002,-0.1767949299847026
I2M,cv_first,late:mean,0.22,-0.18908979466748393
I2M,cv_first,late:mean,0.23,-0.20163501836808606
I2M,cv_first,late:mean,0.24000000000000002,-0.21133011812399527
I2M,cv_first,late:mean,0.25,-0.22133687472332886
I2M,cv_first,late:mean,0.26,-0.2305552564516708
I2M,cv_first,late:mean,0.27,-0.24009896487110916
I2M,cv_first,late:mean,0.28,-0.24926221041758895
I2M,cv_first,late:mean,0.29000000000000004,-0.2607130164786862
I2M,cv_first,late:mean,0.3,-0.27167520394612027
I2M,cv_first,late:mean,0.31,-0.28027984679638934
I2M,cv_first,late:mean,0.32,-0.2911881884227795
I2M,cv_first,late:mean,0.33,-0.3014905551921667
I2M,cv_first,late:mean,0.34,-0.31134049659946084
I2M,cv_first,late:mean,0.35000000000000003,-0.31933803248544285
I2M,cv_first,late:mean,0.36000000000000004,-0.32710823373173975
I2M,cv_first,late:mean,0.37,-0.3338603258921984
I2M,cv_first,late:mean,0.38,-0.34355052906652955
I2M,cv_first,late:mean,0.39,-0.3514902140073586
I2M,cv_first,late:mean,0.4,-0.3603364320495795
I2M,cv_first,late:mean,0.41000000000000003,-0.36557723906633355
I2M,cv_first,late:mean,0.42000000000000004,-0.3681824426432203
I2M,cv_first,late:mean,0.43,-0.3721138836466997
I2M,cv_first,late:mean,0.44,-0.3765414532346803
I2M,cv_first,late:mean,0.45,-0.38319449474827955
I2M,cv_first,late:mean,0.46,-0.3821012247307068
I2M,cv_first,late:mean,0.47000000000000003,-0.383084016136711
I2M,cv_first,late:mean,0.48000000000000004,-0.38216365307998773
I2M,cv_first,late:mean,0.49,-0.38877171054344706
I2M,cv_first,late:mean,0.5,-0.3884462151394422
I2M,cv_first,late:wsrc,0.01,0.040873542865574736
I2M,cv_first,late:wsrc,0.02,0.031127191912621616
I2M,cv_first,late:wsrc,0.03,0.021200421680973695
I2M,cv_first,late:wsrc,0.04,0.011122177954847268
I2M,cv_first,late:wsrc,0.05,0.0008736981896973403
I2M,cv_first,late:wsrc,0.060000000000000005,-0.009338532395241739
I2M,cv_first,late:wsrc,0.06999999999999999,-0.019756101043853252
I2M,cv_first,late:wsrc,0.08,-0.02985160806051157
I2M,cv_first,late:wsrc,0.09,-0.04003035477139062
I2M,cv_first,late:wsrc,0.09999999999999999,-0.05024347056219565
I2M,cv_first,late:wsrc,0.11,-0.06140979154542876
I2M,cv_first,late:wsrc,0.12,-0.07192442351804901
I2M,cv_first,late:wsrc,0.13,-0.08163514524278366
I2M,cv_first,late:wsrc,0.14,-0.09095401340374935
I2M,cv_first,late:wsrc,0.15000000000000002,-0.10026560424966803
I2M,cv_first,late:wsrc,0.16,-0.10984632896983497
I2M,cv_first,late:wsrc,0.17,-0.11950591209459353
I2M,cv_first,late:wsrc,0.18000000000000002,-0.12956304861853402
I2M,cv_first,late:wsrc,0.19,-0.13917170822881314
I2M,cv_first,late:wsrc,0.2,-0.14990039840637448
I2M,cv_first,late:wsrc,0.21000000000000002,-0.16082505421352566
I2M,cv_first,late:wsrc,0.22,-0.1705656008444853
I2M,cv_first,late:wsrc,0.23,-0.18067987789103324
I2M,cv_first,late:wsrc,0.24000000000000002,-0.189976934367792
I2M,cv_first,late:wsrc,0.25,-0.19876051350154933
I2M,cv_first,late:wsrc,0.26,-0.20765586303434908
I2M,cv_first,late:wsrc,0.27,-0.21743164328985431
I2M,cv_first,late:wsrc,0.28,-0.2269440755496533
I2M,cv_first,late:wsrc,0.29000000000000004,-0.2350691132184876
I2M,cv_first,late:wsrc,0.3,-0.24340732308859797
I2M,cv_first,late:wsrc,0.31,-0.2530361645206613
I2M,cv_first,late:wsrc,0.32,-0.26193266151081945
I2M,cv_first,late:wsrc,0.33,-0.2717389149868189
I2M,cv_first,late:wsrc,0.34,-0.27779789931184357
I2M,cv_first,late:wsrc,0.35000000000000003,-0.28710797834303814
I2M,cv_first,late:wsrc,0.36000000000000004,-0.2963977423638779
I2M,cv_first,late:wsrc,0.37,-0.30488627500579696
I2M,cv_first,late:wsrc,0.38,-0.31287752216938697
I2M,cv_first,late:wsrc,0.39,-0.3220124964622385
I2M,cv_first,late:wsrc,0.4,-0.3311199645861001
I2M,cv_first,late:wsrc,0.41000000000000003,-0.34112139014563214
I2M,cv_first,late:wsrc,0.42000000000000004,-0.35020836195448096
I2M,cv_first,late:wsrc,0.43,-0.3564222641597352
I2M,cv_first,late:wsrc,0.44,-0.361126920887877
I2M,cv_first,late:wsrc,0.45,-0.36816370880115895
I2M,cv_first,late:wsrc,0.46,-0.3767153607791058
I2M,cv_first,late:wsrc,0.47000000000000003,-0.3852138615349921
I2M,cv_first,late:wsrc,0.48000000000000004,-0.39432015527633063
I2M,cv_first,late:wsrc,0.49,-0.39823711689190944
I2M,cv_first,late:wsrc,0.5,-0.40039840637450197
I2M,cv_first,treat_all,0.01,0.040873542865574736
I2M,cv_first,treat_none,0.01,0.0
I2M,cv_first,treat_all,0.02,0.03108653820093774
I2M,cv_first,treat_none,0.02,0.0
I2M,cv_first,treat_all,0.03,0.021097739625689674
I2M,cv_first,treat_none,0.03,0.0
I2M,cv_first,treat_all,0.04,0.010900841080123937
I2M,cv_first,treat_none,0.04,0.0
I2M,cv_first,treat_all,0.05,0.000489270986230507
I2M,cv_first,treat_none,0.05,0.0
I2M,cv_first,treat_all,0.060000000000000005,-0.01014382187561811
I2M,cv_first,treat_none,0.060000000000000005,0.0
I2M,cv_first,treat_all,0.06999999999999999,-0.021005583401162375
I2M,cv_first,treat_none,0.06999999999999999,0.0
I2M,cv_first,treat_all,0.08,-0.03210347017726198
I2M,cv_first,treat_none,0.08,0.0
I2M,cv_first,treat_all,0.09,-0.04344526655283627
I2M,cv_first,treat_none,0.09,0.0
I2M,cv_first,treat_all,0.09999999999999999,-0.055039102847867796
I2M,cv_first,treat_none,0.09999999999999999,0.0
I2M,cv_first,treat_all,0.11,-0.06689347478997867
I2M,cv_first,treat_none,0.11,0.0
I2M,cv_first,treat_all,0.12,-0.07901726427622842
I2M,cv_first,treat_none,0.12,0.0
I2M,cv_first,treat_all,0.13,-0.09141976156675981
I2M,cv_first,treat_none,0.13,0.0
I2M,cv_first,treat_all,0.14,-0.10411068902683841
I2M,cv_first,treat_none,0.14,0.0
I2M,cv_first,treat_all,0.15000000000000002,-0.11710022654480125
I2M,cv_first,treat_none,0.15000000000000002,0.0
I2M,cv_first,treat_all,0.16,-0.13039903876557268
I2M,cv_first,treat_none,0.16,0.0
I2M,cv_first,treat_all,0.17,-0.14401830429286872
I2M,cv_first,treat_none,0.17,0.0
I2M,cv_first,treat_all,0.18000000000000002,-0.1579697470281476
I2M,cv_first,treat_none,0.18000000000000002,0.0
I2M,cv_first,treat_all,0.19,-0.1722656698309642
I2M,cv_first,treat_none,0.19,0.0
I2M,cv_first,treat_all,0.2,-0.18691899070385126
I2M,cv_first,treat_none,0.2,0.0
I2M,cv_first,treat_all,0.21000000000000002,-0.20194328172541903
I2M,cv_first,treat_none,0.21000000000000002,0.0
I2M,cv_first,treat_all,0.22,-0.217352810978309
I2M,cv_first,treat_none,0.22,0.0
I2M,cv_first,treat_all,0.23,-0.23316258774426102
I2M,cv_first,treat_none,0.23,0.0
I2M,cv_first,treat_all,0.24000000000000002,-0.2493884112672119
I2M,cv_first,treat_none,0.24000000000000002,0.0
I2M,cv_first,treat_all,0.25,-0.26604692341744135
I2M,cv_first,treat_none,0.25,0.0
I2M,cv_first,treat_all,0.26,-0.28315566562578515
I2M,cv_first,treat_none,0.26,0.0
I2M,cv_first,treat_all,0.27,-0.30073314049737127
I2M,cv_first,treat_none,0.27,0.0
I2M,cv_first,treat_all,0.28,-0.3187988785598348
I2M,cv_first,treat_none,0.28,0.0
I2M,cv_first,treat_all,0.29000000000000004,-0.33737351065222687
I2M,cv_first,treat_none,0.29000000000000004,0.0
I2M,cv_first,treat_all,0.3,-0.3564788465186872
I2M,cv_first,treat_none,0.3,0.0
I2M,cv_first,treat_all,0.31,-0.3761379602363493
I2M,cv_first,treat_none,0.31,0.0
I2M,cv_first,treat_all,0.32,-0.3963752831810015
I2M,cv_first,treat_none,0.32,0.0
I2M,cv_first,treat_all,0.33,-0.41721670531803146
I2M,cv_first,treat_none,0.33,0.0
I2M,cv_first,treat_all,0.34,-0.438689685701638
I2M,cv_first,treat_none,0.34,0.0
I2M,cv_first,treat_all,0.35000000000000003,-0.4608233731739709
I2M,cv_first,treat_none,0.35000000000000003,0.0
I2M,cv_first,treat_all,0.36000000000000004,-0.4836487383798142
I2M,cv_first,treat_none,0.36000000000000004,0.0
I2M,cv_first,treat_all,0.37,-0.5071987183540969
I2M,cv_first,treat_none,0.37,0.0
I2M,cv_first,treat_all,0.38,-0.5315083751017436
I2M,cv_first,treat_none,0.38,0.0
I2M,cv_first,treat_all,0.39,-0.5566150697755428
I2M,cv_first,treat_none,0.39,0.0
I2M,cv_first,treat_all,0.4,-0.5825586542718019
I2M,cv_first,treat_none,0.4,0.0
I2M,cv_first,treat_all,0.41000000000000003,-0.6093816823103069
I2M,cv_first,treat_none,0.41000000000000003,0.0
I2M,cv_first,treat_all,0.42000000000000004,-0.6371296423501398
I2M,cv_first,treat_none,0.42000000000000004,0.0
I2M,cv_first,treat_all,0.43,-0.6658512150229491
I2M,cv_first,treat_none,0.43,0.0
I2M,cv_first,treat_all,0.44,-0.695598558148359
I2M,cv_first,treat_none,0.44,0.0
I2M,cv_first,treat_all,0.45,-0.7264276228419655
I2M,cv_first,treat_none,0.45,0.0
I2M,cv_first,treat_all,0.46,-0.7583985047464464
I2M,cv_first,treat_none,0.46,0.0
I2M,cv_first,treat_all,0.47000000000000003,-0.7915758350246812
I2M,cv_first,treat_none,0.47000000000000003,0.0
I2M,cv_first,treat_all,0.48000000000000004,-0.8260292164674636
I2M,cv_first,treat_none,0.48000000000000004,0.0
I2M,cv_first,treat_all,0.49,-0.861833710908002
I2M,cv_first,treat_none,0.49,0.0
I2M,cv_first,treat_all,0.5,-0.8990703851261621
I2M,cv_first,treat_none,0.5,0.0
M2I,death_30d,uni:ehr_only,0.01,0.06529537802265074
M2I,death_30d,uni:ehr_only,0.02,0.056060606060606054
M2I,death_30d,uni:ehr_only,0.03,0.04684161199625117
M2I,death_30d,uni:ehr_only,0.04,0.03763888888888888
M2I,death_30d,uni:ehr_only,0.05,0.02845295055821371
M2I,death_30d,uni:ehr_only,0.060000000000000005,0.018981302385557702
M2I,death_30d,uni:ehr_only,0.06999999999999999,0.009807754969045304
M2I,death_30d,uni:ehr_only,0.08,0.0006719367588932934
M2I,death_30d,uni:ehr_only,0.09,-0.008777888777888765
M2I,death_30d,uni:ehr_only,0.09999999999999999,-0.018215488215488213
M2I,death_30d,uni:ehr_only,0.11,-0.027299965951651337
M2I,death_30d,uni:ehr_only,0.12,-0.03636363636363635
M2I,death_30d,uni:ehr_only,0.13,-0.045405781957506094
M2I,death_30d,uni:ehr_only,0.14,-0.05477801268498944
M2I,death_30d,uni:ehr_only,0.15000000000000002,-0.06408199643493764
M2I,death_30d,uni:ehr_only,0.16,-0.0734776334776335
M2I,death_30d,uni:ehr_only,0.17,-0.08243884629426801
M2I,death_30d,uni:ehr_only,0.18000000000000002,-0.09130820399113085
M2I,death_30d,uni:ehr_only,0.19,-0.10028432472876916
M2I,death_30d,uni:ehr_only,0.2,-0.10954545454545456
M2I,death_30d,uni:ehr_only,0.21000000000000002,-0.11832374376678176
M2I,death_30d,uni:ehr_only,0.22,-0.1276223776223776
M2I,death_30d,uni:ehr_only,0.23,-0.13682014954742228
M2I,death_30d,uni:ehr_only,0.24000000000000002,-0.14550239234449763
M2I,death_30d,uni:ehr_only,0.25,-0.15434343434343434
M2I,death_30d,uni:ehr_only,0.26,-0.16346437346437348
M2I,death_30d,uni:ehr_only,0.27,-0.1733914487339145
M2I,death_30d,uni:ehr_only,0.28,-0.18205387205387208
M2I,death_30d,uni:ehr_only,0.29000000000000004,-0.1909816474605207
M2I,death_30d,uni:ehr_only,0.3,-0.2005627705627706
M2I,death_30d,uni:ehr_only,0.31,-0.20956521739130435
M2I,death_30d,uni:ehr_only,0.32,-0.21809269162210343
M2I,death_30d,uni:ehr_only,0.33,-0.22702849389416557
M2I,death_30d,uni:ehr_only,0.34,-0.23547291092745642
M2I,death_30d,uni:ehr_only,0.35000000000000003,-0.2441724941724942
M2I,death_30d,uni:ehr_only,0.36000000000000004,-0.25251893939393943
M2I,death_30d,uni:ehr_only,0.37,-0.26147186147186147
M2I,death_30d,uni:ehr_only,0.38,-0.26972629521016617
M2I,death_30d,uni:ehr_only,0.39,-0.2789170392449082
M2I,death_30d,uni:ehr_only,0.4,-0.2885858585858586
M2I,death_30d,uni:ehr_only,0.41000000000000003,-0.29649203903441196
M2I,death_30d,uni:ehr_only,0.42000000000000004,-0.3050574712643679
M2I,death_30d,uni:ehr_only,0.43,-0.31433280170122274
M2I,death_30d,uni:ehr_only,0.44,-0.32281385281385283
M2I,death_30d,uni:ehr_only,0.45,-0.33179063360881544
M2I,death_30d,uni:ehr_only,0.46,-0.34185185185185185
M2I,death_30d,uni:ehr_only,0.47000000000000003,-0.3493596340766152
M2I,death_30d,uni:ehr_only,0.48000000000000004,-0.3570396270396271
M2I,death_30d,uni:ehr_only,0.49,-0.3667023172905525
M2I,death_30d,uni:ehr_only,0.5,-0.37545454545454543
M2I,death_30d,early:plain,0.01,0.06426997245179063
M2I,death_30d,early:plain,0.02,0.057915893630179335
M2I,death_30d,early:plain,0.03,0.050384254920337386
M2I,death_30d,early:plain,0.04,0.04376262626262627
M2I,death_30d,early:plain,0.05,0.03966507177033493
M2I,death_30d,early:plain,0.060000000000000005,0.03452611218568665
M2I,death_30d,early:plain,0.06999999999999999,0.03150211795373087
M2I,death_30d,early:plain,0.08,0.029565217391304344
M2I,death_30d,early:plain,0.09,0.027559107559107558
M2I,death_30d,early:plain,0.09999999999999999,0.02508417508417508
M2I,death_30d,early:plain,0.11,0.022516172965611165
M2I,death_30d,early:plain,0.12,0.02052341597796143
M2I,death_30d,early:plain,0.13,0.01855451062347614
M2I,death_30d,early:plain,0.14,0.015792811839323462
M2I,death_30d,early:plain,0.15000000000000002,0.01274509803921568
M2I,death_30d,early:plain,0.16,0.010678210678210676
M2I,death_30d,early:plain,0.17,0.01005841548010222
M2I,death_30d,early:plain,0.18000000000000002,0.009009608277900961
M2I,death_30d,early:plain,0.19,0.007328843995510665
M2I,death_30d,early:plain,0.2,0.0062121212121212105
M2I,death_30d,early:plain,0.21000000000000002,0.005450709627924818
M2I,death_30d,early:plain,0.22,0.0026184926184926183
M2I,death_30d,early:plain,0.23,0.0016528925619834697
M2I,death_30d,early:plain,0.24000000000000002,0.0003827751196172277
M2I,death_30d,early:plain,0.25,-0.0011111111111111113
M2I,death_30d,early:plain,0.26,-0.0020802620802620846
M2I,death_30d,early:plain,0.27,-0.002918223329182238
M2I,death_30d,early:plain,0.28,-0.004343434343434344
M2I,death_30d,early:plain,0.29000000000000004,-0.0064361929150661586
M2I,death_30d,early:plain,0.3,-0.006839826839826847
M2I,death_30d,early:plain,0.31,-0.008568291611769873
M2I,death_30d,early:plain,0.32,-0.00975044563279857
M2I,death_30d,early:plain,0.33,-0.011017639077340574
M2I,death_30d,early:plain,0.34,-0.012176308539944905
M2I,death_30d,early:plain,0.35000000000000003,-0.012960372960372963
M2I,death_30d,early:plain,0.36000000000000004,-0.014488636363636374
M2I,death_30d,early:plain,0.37,-0.015863395863395864
M2I,death_30d,early:plain,0.38,-0.016363636363636365
M2I,death_30d,early:plain,0.39,-0.018291107799304523
M2I,death_30d,early:plain,0.4,-0.018989898989898994
M2I,death_30d,early:plain,0.41000000000000003,-0.018895737031330254
M2I,death_30d,early:plain,0.42000000000000004,-0.01987460815047022
M2I,death_30d,early:plain,0.43,-0.019824561403508766
M2I,death_30d,early:plain,0.44,-0.02051948051948052
M2I,death_30d,early:plain,0.45,-0.021322314049586774
M2I,death_30d,early:plain,0.46,-0.022502805836139173
M2I,death_30d,early:plain,0.47000000000000003,-0.022138364779874214
M2I,death_30d,early:plain,0.48000000000000004,-0.02424242424242424
M2I,death_30d,early:plain,0.49,-0.0245632798573975
M2I,death_30d,early:plain,0.5,-0.026060606060606062
M2I,death_30d,early:blockstd,0.01,0.06521579430670339
M2I,death_30d,early:blockstd,0.02,0.056734693877551014
M2I,death_30d,early:blockstd,0.03,0.04941268353639488
M2I,death_30d,early:blockstd,0.04,0.043333333333333335
M2I,death_30d,early:blockstd,0.05,0.03784688995215311
M2I,death_30d,early:blockstd,0.060000000000000005,0.034919406834300455
M2I,death_30d,early:blockstd,0.06999999999999999,0.03243401759530792
M2I,death_30d,early:blockstd,0.08,0.029156785243741767
M2I,death_30d,early:blockstd,0.09,0.026063936063936068
M2I,death_30d,early:blockstd,0.09999999999999999,0.023501683501683503
M2I,death_30d,early:blockstd,0.11,0.01903643173306095
M2I,death_30d,early:blockstd,0.12,0.01767217630853995
M2I,death_30d,early:blockstd,0.13,0.016206896551724137
M2I,death_30d,early:blockstd,0.14,0.015130373502466522
M2I,death_30d,early:blockstd,0.15000000000000002,0.013868092691622091
M2I,death_30d,early:blockstd,0.16,0.012135642135642135
M2I,death_30d,early:blockstd,0.17,0.011942314713399047
M2I,death_30d,early:blockstd,0.18000000000000002,0.009364375461936435
M2I,death_30d,early:blockstd,0.19,0.006760194537972317
M2I,death_30d,early:blockstd,0.2,0.005075757575757574
M2I,death_30d,early:blockstd,0.21000000000000002,0.0032029152282316807
M2I,death_30d,early:blockstd,0.22,0.003908313908313907
M2I,death_30d,early:blockstd,0.23,0.003238882329791422
M2I,death_30d,early:blockstd,0.24000000000000002,0.002296650717703349
M2I,death_30d,early:blockstd,0.25,0.000303030303030305
M2I,death_30d,early:blockstd,0.26,-0.00046683046683046805
M2I,death_30d,early:blockstd,0.27,-2.0755500207556704e-05
M2I,death_30d,early:blockstd,0.28,-0.001026936026936029
M2I,death_30d,early:blockstd,0.29000000000000004,-0.001310285958173285
M2I,death_30d,early:blockstd,0.3,-0.0013419913419913422
M2I,death_30d,early:blockstd,0.31,-0.0026262626262626293
M2I,death_30d,early:blockstd,0.32,-0.002263814616755795
M2I,death_30d,early:blockstd,0.33,-0.002966983265490733
M2I,death_30d,early:blockstd,0.34,-0.0028191000918273666
M2I,death_30d,early:blockstd,0.35000000000000003,-0.0034965034965034995
M2I,death_30d,early:blockstd,0.36000000000000004,-0.002803030303030307
M2I,death_30d,early:blockstd,0.37,-0.0032611832611832616
M2I,death_30d,early:blockstd,0.38,-0.0028934506353861175
M2I,death_30d,early:blockstd,0.39,-0.0036860407352210644
M2I,death_30d,early:blockstd,0.4,-0.004040404040404041
M2I,death_30d,early:blockstd,0.41000000000000003,-0.004350282485875707
M2I,death_30d,early:blockstd,0.42000000000000004,-0.004284221525600838
M2I,death_30d,early:blockstd,0.43,-0.004524189261031365
M2I,death_30d,early:blockstd,0.44,-0.0046753246753246745
M2I,death_30d,early:blockstd,0.45,-0.004573002754820936
M2I,death_30d,early:blockstd,0.46,-0.004444444444444445
M2I,death_30d,early:blockstd,0.47000000000000003,-0.0040537449971412235
M2I,death_30d,early:blockstd,0.48000000000000004,-0.004149184149184149
M2I,death_30d,early:blockstd,0.49,-0.00451574569221628
M2I,death_30d,early:blockstd,0.5,-0.0036363636363636364
M2I,death_30d,inter:plain,0.01,0.04293847566574839
M2I,death_30d,inter:plain,0.02,0.0377612863327149
M2I,death_30d,inter:plain,0.03,0.03336457357075914
M2I,death_30d,inter:plain,0.04,0.02970959595959596
M2I,death_30d,inter:plain,0.05,0.027368421052631584
M2I,death_30d,inter:plain,0.060000000000000005,0.024597034171502257
M2I,death_30d,inter:plain,0.06999999999999999,0.022867383512544803
M2I,death_30d,inter:plain,0.08,0.020513833992094863
M2I,death_30d,inter:plain,0.09,0.018404928404928404
M2I,death_30d,inter:plain,0.09999999999999999,0.01595959595959596
M2I,death_30d,inter:plain,0.11,0.014252638747020766
