direction,outcome,arch,n,ev,auc,ap,ehr_ref,gain,lo,hi,pgt
M2I,cv_first,late:mean,3083,288,0.698848389982111,0.20502813654971644,0.7619701600079506,-0.0627169367730776,-0.08698763363771117,-0.03934752889302466,0.0
M2I,cv_first,late:wsrc,3083,288,0.7388404392764857,0.2221724086719355,0.7619701600079506,-0.022939132918134087,-0.037831772200297084,-0.008261964407090134,0.0005
M2I,cv_first,uni:ehr_only,3083,288,0.7619701600079506,0.23360755471727884,0.7619701600079506,0.0,0.0,0.0,0.5
M2I,cv_first,uni:ctpa_only,3083,288,0.5462588203140529,0.1252120559171257,0.7619701600079506,-0.21494368176382897,-0.2601968523532402,-0.17132492918955017,0.0
M2M,death_30d,early:plain,1649,152,0.8750263685265268,0.44587286126123443,0.8724796083394859,0.0027607743642121445,-0.013079613628481687,0.018271924591910356,0.633
M2M,death_30d,early:blockstd,1649,152,0.8803659951481911,0.4378814063082833,0.8724796083394859,0.007856816518166458,-0.007891188562210282,0.024871379048046278,0.8295
M2M,death_30d,early:pca,1649,152,0.8767139542242379,0.44907873731411463,0.8724796083394859,0.004425562459605961,-0.011266382766183133,0.019745922298132663,0.707
M2M,death_30d,inter:plain,1649,152,0.8611565235734627,0.4076015916748942,0.8724796083394859,-0.011232735776320486,-0.03339088655658759,0.011414464669139424,0.158
M2M,death_30d,inter:gated,1649,152,0.8605060999191365,0.40205144660928444,0.8724796083394859,-0.011682657134440656,-0.0339337310027085,0.011209684533519367,0.1475
M2M,death_30d,inter:moddrop,1649,152,0.8639999296839292,0.42582708084314996,0.8724796083394859,-0.008336350761158247,-0.031078743924349107,0.014490329885704131,0.239
M2M,death_30d,inter:lowrank,1649,152,0.8498927679921245,0.40397501614317644,0.8724796083394859,-0.02259771535076537,-0.04370432419347423,-7.378335615706476e-05,0.024
M2M,death_30d,inter:bilinear,1649,152,0.8506486657525577,0.44732787685140596,0.8724796083394859,-0.02179929145256614,-0.04621448755078185,0.0028039061139489827,0.0415
M2M,death_30d,inter:tucker,1649,152,0.8478404176774602,0.39068828961713864,0.8724796083394859,-0.024321863908829455,-0.04755182889198194,-0.001524773016543667,0.0205
M2M,death_30d,inter:crossattn,1649,152,0.8608137327286152,0.418322413511561,0.8724796083394859,-0.01150818256757727,-0.032338199759607895,0.01063029317219035,0.1485
