direction,outcome,scaler,arch,n,ev,auc,cross,gain,lo,hi
I2I,death_30d,blockstd,late_wsrc,3300,246,0.7950954632336107,False,0.016214839178924863,0.0017103850598652883,0.031746422517279695
I2I,death_30d,robust,ehr_only,3300,246,0.779487517370262,False,0.0002778342545485498,-0.0030152230655465157,0.0036074214422906117
I2I,death_30d,robust,early,3300,246,0.8027816378360247,False,0.024035421807836365,0.009324644750037109,0.038892461111305766
I2I,death_30d,robust,late_mean,3300,246,0.796698052933378,False,0.018080903395431832,-0.0021281221930991856,0.03877109105187683
I2I,death_30d,robust,late_wsrc,3300,246,0.7993075854137717,False,0.02054073846118777,0.006492958337371527,0.03501039980914262
I2I,death_30d,quantile,ehr_only,3300,246,0.7863517657769897,False,0.007199952550895208,-0.005663768123123755,0.02061240053392061
I2I,death_30d,quantile,early,3300,246,0.8041526240409752,False,0.02545507918962052,0.005933771020918141,0.04444887364097382
I2I,death_30d,quantile,late_mean,3300,246,0.79899611864488,False,0.02033628199619858,-0.0011268476703733732,0.043577308378380177
I2I,death_30d,quantile,late_wsrc,3300,246,0.8028135831456547,False,0.024017080991996165,0.006605201771786071,0.04128442617782458
I2I,death_30d,tgtfit,ehr_only,3300,246,0.7796133020269299,False,0.00035046952122228116,-0.00037486113269151743,0.0011886971350921925
I2I,death_30d,tgtfit,early,3300,246,0.7996430111648857,False,0.020778486835894172,0.0026457785282691664,0.04049303333003563
I2I,death_30d,tgtfit,late_mean,3300,246,0.7921884400572886,False,0.013465736917884573,-0.007020323466160608,0.03579593253877505
I2I,death_30d,tgtfit,late_wsrc,3300,246,0.794541079006075,False,0.015695001071725594,-3.7130813389834984e-05,0.032552975812219005
I2I,death_30d,coral,ehr_only,3300,246,0.7763874912815926,False,-0.002843670842217561,-0.0064494367031945055,0.0008428907632594183
I2I,death_30d,coral,early,3300,246,0.7957576628811475,False,0.01691920610941871,-0.0008581712155655726,0.03668787008063876
I2I,death_30d,coral,late_mean,3300,246,0.7920167340180277,False,0.01326845526341448,-0.006859446890969936,0.034569907211989236
I2I,death_30d,coral,late_wsrc,3300,246,0.7940499198705151,False,0.015216268134156035,-0.0002759999575158655,0.03319981291574967
I2I,composite_30d,std,ehr_only,3300,505,0.7556063692236845,False,,,
I2I,composite_30d,std,early,3300,505,0.7552921589117767,False,-0.00030128468456986723,-0.011956465280566764,0.011204782263262547
I2I,composite_30d,std,late_mean,3300,505,0.7428108893179122,False,-0.012826425119272905,-0.0297560130133712,0.004864461726641354
I2I,composite_30d,std,late_wsrc,3300,505,0.7607495704847766,False,0.005128930244814065,-0.003763811089334468,0.014320305396953401
I2I,composite_30d,blockstd,ehr_only,3300,505,0.7571657308843585,False,0.0015226148931695598,-0.0029843114087358125,0.005845048509931521
I2I,composite_30d,blockstd,early,3300,505,0.7620793850404718,False,0.006444524868313747,-0.004186132706900242,0.016831044750413717
I2I,composite_30d,blockstd,late_mean,3300,505,0.746368869445084,False,-0.009224864749321753,-0.02550877680019616,0.007695590241569024
I2I,composite_30d,blockstd,late_wsrc,3300,505,0.7631718592252785,False,0.007571389476768414,-0.0018814022187871146,0.016698092045155346
I2I,composite_30d,robust,ehr_only,3300,505,0.7557080359198711,False,6.925006699742963e-05,-0.0012826508125327678,0.001278930818556758
I2I,composite_30d,robust,early,3300,505,0.7606043323473672,False,0.005059231274596733,-0.004703163411502717,0.014747113286689968
I2I,composite_30d,robust,late_mean,3300,505,0.7455704139286915,False,-0.010027931376238787,-0.026383763295684842,0.008193029034321939
I2I,composite_30d,robust,late_wsrc,3300,505,0.7625969287447528,False,0.006988311178186325,-0.0014289702152288667,0.01599350383004403
I2I,composite_30d,quantile,ehr_only,3300,505,0.7583875024353957,False,0.0029589940173657013,-0.005326708400582611,0.010880087207274907
I2I,composite_30d,quantile,early,3300,505,0.7631314759382916,False,0.0077751746678383785,-0.004429091910999802,0.02059706105103529
I2I,composite_30d,quantile,late_mean,3300,505,0.7464737242955066,False,-0.008978178478044978,-0.026741083726091356,0.009670751192231488
I2I,composite_30d,quantile,late_wsrc,3300,505,0.7642685842823995,False,0.00885847767437032,-0.002863932700303448,0.020573879471623025
I2I,composite_30d,tgtfit,ehr_only,3300,505,0.7556290405426949,False,2.355398403718856e-05,-0.0001807867756337539,0.0002350949127521512
I2I,composite_30d,tgtfit,early,3300,505,0.7553700915708744,False,-0.00022739826532889616,-0.011479565902091054,0.011246614400776681
I2I,composite_30d,tgtfit,late_mean,3300,505,0.7427276430684213,False,-0.0129118848243046,-0.029669973448098193,0.004936517131924746
I2I,composite_30d,tgtfit,late_wsrc,3300,505,0.7607927876866398,False,0.005168753461898067,-0.003631323659994276,0.014406233423591316
I2I,composite_30d,coral,ehr_only,3300,505,0.756702031562727,False,0.0010488185737168117,-0.0013019480892988988,0.003546924869175968
I2I,composite_30d,coral,early,3300,505,0.7567735879133531,False,0.001183384618481783,-0.010211461943482764,0.012495732761686364
I2I,composite_30d,coral,late_mean,3300,505,0.7441871092297065,False,-0.011493172368635755,-0.02792931182259388,0.006084004699603793
I2I,composite_30d,coral,late_wsrc,3300,505,0.7626759241219291,False,0.007007897894425757,-0.00170736888896989,0.01613853822034482
I2I,cv_first,std,ehr_only,3083,288,0.7845048201152851,False,,,
I2I,cv_first,std,early,3083,288,0.7644702842377262,False,-0.019736222709401424,-0.032637308524169045,-0.007107431362104804
I2I,cv_first,std,late_mean,3083,288,0.732569320214669,False,-0.0517464045494588,-0.07345521474964091,-0.03001485705889046
I2I,cv_first,std,late_wsrc,3083,288,0.7809940866626914,False,-0.003460769238206511,-0.010297506581620774,0.00344701854348312
I2I,cv_first,blockstd,ehr_only,3083,288,0.7848737825482012,False,0.0003873346669792225,-0.006340651470770392,0.007007230718301561
I2I,cv_first,blockstd,early,3083,288,0.7762000596302921,False,-0.008186375588820403,-0.01795756948850492,0.001761254890979501
I2I,cv_first,blockstd,late_mean,3083,288,0.7365111309878752,False,-0.04789634532989196,-0.0687211439692798,-0.025320984371179158
I2I,cv_first,blockstd,late_wsrc,3083,288,0.7818214569668058,False,-0.00263268265256111,-0.010715084569291511,0.006264491813425945
I2I,cv_first,robust,ehr_only,3083,288,0.7824606191612005,False,-0.002036295181717942,-0.004320235892465299,0.00021301245290840024
I2I,cv_first,robust,early,3083,288,0.7745117769827072,False,-0.009983115377814471,-0.018084640554295154,-0.0016629358726359988
I2I,cv_first,robust,late_mean,3083,288,0.734189897634665,False,-0.0503095343402557,-0.07101344334629878,-0.029327440850435434
I2I,cv_first,robust,late_wsrc,3083,288,0.7794573643410851,False,-0.005040330416810061,-0.011066139201692509,0.0009575296907403828
I2I,cv_first,quantile,ehr_only,3083,288,0.787114266547406,False,0.002629712304047132,-0.004510661790747905,0.009747897123893162
I2I,cv_first,quantile,early,3083,288,0.7810599284436494,False,-0.003336952742805986,-0.012858213109348187,0.006896480829729855
I2I,cv_first,quantile,late_mean,3083,288,0.7347725352812562,False,-0.04974924921686681,-0.07067870381050657,-0.02824237805982669
I2I,cv_first,quantile,late_wsrc,3083,288,0.7848669499105546,False,0.00038349599249712043,-0.007920838123361572,0.00932694648429045
I2I,cv_first,tgtfit,ehr_only,3083,288,0.7843700308089844,False,-0.0001433625093500862,-0.0006113252911600975,0.0003876668647573519
I2I,cv_first,tgtfit,early,3083,288,0.7656753130590339,False,-0.01860740508038477,-0.03138763298952185,-0.006674514392882567
I2I,cv_first,tgtfit,late_mean,3083,288,0.7323991254223812,False,-0.05191945064608157,-0.0736519302762962,-0.03029556400909613
I2I,cv_first,tgtfit,late_wsrc,3083,288,0.7808530858676208,False,-0.0036114789178667075,-0.010379190389297235,0.0032407797150797897
I2I,cv_first,coral,ehr_only,3083,288,0.7827792685350825,False,-0.0017582881947241402,-0.0047757583134884875,0.0012879101863364937
I2I,cv_first,coral,early,3083,288,0.7649026038560923,False,-0.019438150175061387,-0.03202472734829843,-0.0070738458438643625
I2I,cv_first,coral,late_mean,3083,288,0.7343501540449215,False,-0.0500685224409392,-0.07210514690516912,-0.028612904024571176
I2I,cv_first,coral,late_wsrc,3083,288,0.7804592774796264,False,-0.004044508327871908,-0.011434843517016718,0.003234757890455547
