direction,outcome,arch,n,ev,auc,ap,ehr_ref,gain,lo,hi,sig
I2I,cv_first,early:plain,3083,288,0.7657610316040548,0.26306592393791217,0.7864260335917314,-0.020461314758883027,-0.03273653349234743,-0.008217029416864023,1
I2I,cv_first,early:blockstd,3083,288,0.7813779566686544,0.2681043942175994,0.7864260335917314,-0.0049432466065427874,-0.016863958385252297,0.0068072480046297715,0
I2I,cv_first,inter:plain,3083,288,0.703241154839992,0.18851288577263636,0.7864260335917314,-0.08312739259356954,-0.10699753349956513,-0.059554218306600806,1
I2I,cv_first,inter:gated,3083,288,0.7135149572649573,0.1958173456291347,0.7864260335917314,-0.07288531043469594,-0.09674894550577681,-0.04962086822248985,1
I2I,cv_first,inter:moddrop,3083,288,0.7144118962432916,0.18551288942720123,0.7864260335917314,-0.07199292771648756,-0.09348473185371678,-0.0505778833692958,1
I2I,cv_first,inter:lowrank,3083,288,0.7223675710594315,0.18733020555909508,0.7864260335917314,-0.06397376014842401,-0.08484885445286575,-0.043265454028928556,1
I2I,cv_first,inter:bilinear,3083,288,0.7170766249254621,0.18481436022968864,0.7864260335917314,-0.06957441778256114,-0.09150116556132679,-0.048027094867934036,1
I2I,cv_first,inter:tucker,3083,288,0.7318388491353608,0.2036492311563456,0.7864260335917314,-0.054449634803653675,-0.07470743636637313,-0.034109384536372245,1
I2I,cv_first,inter:crossattn,3083,288,0.7051021168753727,0.1939094330449139,0.7864260335917314,-0.08119383312837335,-0.10537739897261536,-0.057693195023179066,1
I2I,cv_first,late:mean,3083,288,0.7314872788709997,0.2404080483639366,0.7864260335917314,-0.05474700991365455,-0.07610461845137548,-0.033211107226274815,1
I2I,cv_first,late:wsrc,3083,288,0.7819040697674419,0.28878349364515654,0.7864260335917314,-0.004488330584568239,-0.011188889688564027,0.0020461410750988976,0
I2I,cv_first,uni:ehr_only,3083,288,0.7864260335917314,0.28582891978083,0.7864260335917314,0.0,0.0,0.0,0
I2I,cv_first,uni:ctpa_only,3083,288,0.5861185648976346,0.12799130964059627,0.7864260335917314,-0.19977332091952332,-0.24045324755658867,-0.15918002401502374,1
