outcome,pair,method,param,k,nfeat,n_selected,mean,sd,vs_late
cv_first,ehr+ctpa,spca,0.5,5.0,74,51.6,0.7637862298654187,0.01323603015619927,-0.03594587651202796
cv_first,ehr+ctpa,spca,0.5,10.0,74,51.6,0.7709904171154774,0.006753551278067854,-0.028741689261969183
cv_first,ehr+ctpa,spca,0.5,20.0,74,51.6,0.745898797806089,0.01180485046095444,-0.053833308571357597
cv_first,ehr+ctpa,lol,5.0,5.0,74,,0.7808441357451498,0.015119965431821581,-0.018887970632296858
cv_first,ehr+ctpa,lol,10.0,10.0,74,,0.7639564684470527,0.020697619250567966,-0.035775637930393955
cv_first,ehr+ctpa,lol,20.0,20.0,74,,0.7600781240327353,0.018752201403907143,-0.03965398234471129
cv_first,ehr+ctpa,lol,30.0,30.0,74,,0.7467376097265039,0.01956427068768321,-0.05299449665094269
cv_first,ehr+ecg,late_wsrc,,,292,,0.8010971102774579,0.012778970842513334,0.0
cv_first,ehr+ecg,early,,,292,,0.7274108878406319,0.009292276915702745,-0.07368622243682599
cv_first,ehr+ecg,coop,0.0,,292,,0.7274108878406319,0.009292276915702745,-0.07368622243682599
cv_first,ehr+ecg,coop,0.2,,292,,0.731392923027399,0.006906772262370719,-0.06970418725005889
cv_first,ehr+ecg,coop,0.5,,292,,0.7401400908764502,0.007650813514072397,-0.06095701940100773
cv_first,ehr+ecg,coop,1.0,,292,,0.7503126199408189,0.008850720148844029,-0.05078449033663901
cv_first,ehr+ecg,coop,2.0,,292,,0.7534001287622726,0.02336530530440993,-0.04769698151518531
cv_first,ehr+ecg,coop,5.0,,292,,0.7677868365338186,0.02330994525259775,-0.03331027374363926
cv_first,ehr+ecg,spca,0.05,5.0,292,119.93333333333334,0.7138970397058277,0.010316388675368717,-0.08720007057163015
cv_first,ehr+ecg,spca,0.05,10.0,292,119.93333333333334,0.7243759982171377,0.020027584944375208,-0.07672111206032017
cv_first,ehr+ecg,spca,0.05,20.0,292,119.93333333333334,0.7265426710742983,0.01940083090154312,-0.07455443920315963
cv_first,ehr+ecg,spca,0.1,5.0,292,138.20000000000002,0.7122813208037737,0.008099846912233541,-0.08881578947368418
cv_first,ehr+ecg,spca,0.1,10.0,292,138.20000000000002,0.7282466045141082,0.014869903262318393,-0.07285050576334973
cv_first,ehr+ecg,spca,0.1,20.0,292,138.20000000000002,0.7263383847763375,0.01304515575379947,-0.0747587255011204
cv_first,ehr+ecg,spca,0.25,5.0,292,172.0,0.7130195371986776,0.0051586974682827115,-0.08807757307878028
cv_first,ehr+ecg,spca,0.25,10.0,292,172.0,0.7302585150243286,0.015501882819316876,-0.0708385952531293
cv_first,ehr+ecg,spca,0.25,20.0,292,172.0,0.7182922903589248,0.0189596006465362,-0.08280481991853306
cv_first,ehr+ecg,spca,0.5,5.0,292,219.63333333333333,0.7167230001609529,0.009042362038625447,-0.08437411011650497
cv_first,ehr+ecg,spca,0.5,10.0,292,219.63333333333333,0.7247721898253041,0.01407709906065299,-0.07632492045215378
cv_first,ehr+ecg,spca,0.5,20.0,292,219.63333333333333,0.7152326387599203,0.01713026199145256,-0.08586447151753762
cv_first,ehr+ecg,lol,5.0,5.0,292,,0.7335286434151717,0.009628573413277497,-0.06756846686228624
cv_first,ehr+ecg,lol,10.0,10.0,292,,0.7190165781426043,0.016005868553316368,-0.08208053213485356
cv_first,ehr+ecg,lol,20.0,20.0,292,,0.7004528346271465,0.021549594120796784,-0.10064427565031142
cv_first,ehr+ecg,lol,30.0,30.0,292,,0.7010749792618455,0.02200192078240131,-0.10002213101561241
cv_first,ecg+ctpa,late_wsrc,,,310,,0.7172638945635081,0.012926501130540712,0.0
cv_first,ecg+ctpa,early,,,310,,0.7041361784843194,0.023055258746060285,-0.013127716079188723
cv_first,ecg+ctpa,coop,0.0,,310,,0.7041361784843194,0.023055258746060285,-0.013127716079188723
cv_first,ecg+ctpa,coop,0.2,,310,,0.7094600032190569,0.0205523056779093,-0.0078038913444512525
cv_first,ecg+ctpa,coop,0.5,,310,,0.7049703475343262,0.026914074562885564,-0.01229354702918195
cv_first,ecg+ctpa,coop,1.0,,310,,0.7039287969394198,0.02712674076348765,-0.013335097624088355
cv_first,ecg+ctpa,coop,2.0,,310,,0.7070782106996495,0.02207676758536762,-0.010185683863858652
cv_first,ecg+ctpa,coop,5.0,,310,,0.7072484492812836,0.014465361497198898,-0.010015445282224533
cv_first,ecg+ctpa,spca,0.05,5.0,310,118.03333333333335,0.699569141626119,0.0073161809171338995,-0.01769475293738909
cv_first,ecg+ctpa,spca,0.05,10.0,310,118.03333333333335,0.6889230397801137,0.015470764023371431,-0.02834085478339443
cv_first,ecg+ctpa,spca,0.05,20.0,310,118.03333333333335,0.7026612933179809,0.020629467293965885,-0.014602601245527258
cv_first,ecg+ctpa,spca,0.1,5.0,310,138.0666666666667,0.7016924810261362,0.006642442046660975,-0.015571413537371903
cv_first,ecg+ctpa,spca,0.1,10.0,310,138.0666666666667,0.7025065309710409,0.015753055726262264,-0.014757363592467265
cv_first,ecg+ctpa,spca,0.1,20.0,310,138.0666666666667,0.6996790228924463,0.02004157805722297,-0.01758487167106182
cv_first,ecg+ctpa,spca,0.25,5.0,310,174.96666666666667,0.7047443945077939,0.006763392631981477,-0.012519500055714228
cv_first,ecg+ctpa,spca,0.25,10.0,310,174.96666666666667,0.7009155740444973,0.01445167739589122,-0.016348320519010806
cv_first,ecg+ctpa,spca,0.25,20.0,310,174.96666666666667,0.7025993883792049,0.01682083554908329,-0.014664506184303261
cv_first,ecg+ctpa,spca,0.5,5.0,310,226.5,0.7071555918731196,0.007595944857354871,-0.010108302690388538
cv_first,ecg+ctpa,spca,0.5,10.0,310,226.5,0.7043435600292192,0.013626114410123315,-0.01292033453428898
cv_first,ecg+ctpa,spca,0.5,20.0,310,226.5,0.6963082989760924,0.012042223876209084,-0.020955595587415776
cv_first,ecg+ctpa,lol,5.0,5.0,310,,0.7060382077282125,0.010995242001879964,-0.011225686835295678
cv_first,ecg+ctpa,lol,10.0,10.0,310,,0.6892805408015451,0.020120199551754397,-0.027983353761963037
cv_first,ecg+ctpa,lol,20.0,20.0,310,,0.6786669390483971,0.02135191600303204,-0.038596955515111
cv_first,ecg+ctpa,lol,30.0,30.0,310,,0.6837307630402755,0.02038981285005418,-0.03353313152323267
